split,phase,episode,raw_ae,raw_se,mid_ae,mid_se,calibrated_ae,calibrated_se
train,auction,28,0.029503937280147333,0.0017878548202785551,0.2099999999999937,0.0440999999999973,0.029503937280147333,0.0017878548202785551
train,auction,29,0.05371446632906087,0.004959628476710534,0.3100000000000023,0.0961000000000014,0.05371446632906087,0.004959628476710534
train,auction,30,0.005271220699428144,5.220682003394373e-05,0.04000000000000619,0.0016000000000005,0.005271220699428144,5.220682003394373e-05
train,auction,31,0.05489213237049358,0.004722108870196975,0.039999999999992,0.0015999999999993,0.05489213237049358,0.004722108870196975
train,auction,32,0.09160572265680521,0.010351828222211777,0.1200000000000045,0.014400000000001,0.09160572265680521,0.010351828222211777
train,auction,33,0.031124981289116213,0.0013654663643726471,0.049999999999997095,0.0024999999999997,0.031124981289116213,0.0013654663643726471
train,auction,34,0.0055271448360935905,5.446022029135843e-05,0.2400000000000091,0.0576000000000043,0.0055271448360935905,5.446022029135843e-05
train,auction,35,0.014250033828596038,0.0002985435272738706,0.0700000000000073,0.004900000000001,0.014250033828596038,0.0002985435272738706
train,auction,36,0.045005519733806856,0.0027785442901868264,0.0899999999999892,0.008099999999998,0.045005519733806856,0.0027785442901868264
train,auction,37,0.014629600353576187,0.0005348519335141718,0.0799999999999983,0.0063999999999997,0.014629600353576187,0.0005348519335141718
train,auction,38,0.0439533434004957,0.00301926691589379,0.019999999999996,0.0003999999999998,0.0439533434004957,0.00301926691589379
train,auction,39,0.02479146702773247,0.001079613956676929,0.0600000000000022,0.0036000000000002,0.02479146702773247,0.001079613956676929
train,auction,40,0.017137678912485393,0.0004494091543209973,0.0600000000000022,0.0036000000000002,0.017137678912485393,0.0004494091543209973
train,auction,41,0.019844432217594934,0.0006953912394922633,0.0600000000000022,0.0036000000000002,0.019844432217594934,0.0006953912394922633
train,auction,42,0.2876607456621362,0.10988084756317984,0.0799999999999983,0.0063999999999997,0.2876607456621362,0.10988084756317984
train,auction,43,0.14962846412242686,0.03153879281105668,0.0799999999999983,0.0063999999999997,0.14962846412242686,0.03153879281105668
train,auction,44,0.0131006804475234,0.00034967825676015846,0.0,0.0,0.0131006804475234,0.00034967825676015846
train,auction,45,0.00917216502812104,0.0001575558905738938,0.0799999999999983,0.0063999999999997,0.00917216502812104,0.0001575558905738938
train,auction,46,0.013500360688283293,0.00028085137165042206,0.0699999999999931,0.004899999999999,0.013500360688283293,0.00028085137165042206
train,auction,47,0.035246881169833426,0.0015663918731373433,0.1200000000000045,0.014400000000001,0.035246881169833426,0.0015663918731373433
train,auction,48,0.04428801489495551,0.0025809979251503064,0.1899999999999977,0.0360999999999991,0.04428801489495551,0.0025809979251503064
train,auction,49,0.013912584262891397,0.0003683176344396697,0.269999999999996,0.0728999999999978,0.013912584262891397,0.0003683176344396697
train,auction,50,0.01322936083543262,0.00028992705861920003,0.25,0.0625,0.01322936083543262,0.00028992705861920003
train,auction,51,0.05832620681978156,0.005641481963425486,0.0600000000000022,0.0036000000000002,0.05832620681978156,0.005641481963425486
train,auction,52,0.05259866573085169,0.004311978611520526,0.0099999999999909,9.99999999998181e-05,0.05259866573085169,0.004311978611520526
train,auction,53,0.032101276010372194,0.0012756665584492933,0.019999999999996,0.0003999999999998,0.032101276010372194,0.0012756665584492933
train,auction,54,0.04501422954623799,0.0030859007260562138,0.1700000000000017,0.0289000000000005,0.04501422954623799,0.0030859007260562138
train,auction,55,0.6734172063723416,1.3465131622067787,0.2900000000000062,0.0841000000000036,0.6734172063723416,1.3465131622067787
train,auction,56,0.10215783736226311,0.013672314851440453,0.0,0.0,0.10215783736226311,0.013672314851440453
train,auction,57,0.0447533152928784,0.0027888901021538934,0.049999999999997095,0.0024999999999997,0.0447533152928784,0.0027888901021538934
train,auction,58,0.08384457225795167,0.010829189628095016,0.04000000000000619,0.0016000000000005,0.08384457225795167,0.010829189628095016
train,auction,59,0.05900924319243373,0.005853145248525723,0.0799999999999983,0.0063999999999997,0.05900924319243373,0.005853145248525723
train,auction,60,0.1398413723651515,0.028782727309461967,0.5799999999999983,0.336399999999998,0.1398413723651515,0.028782727309461967
train,auction,61,0.02090150547749656,0.0007505921306279736,0.0799999999999983,0.0063999999999997,0.02090150547749656,0.0007505921306279736
train,auction,62,0.08325955049622988,0.021401241892837635,0.2000000000000028,0.0400000000000011,0.08325955049622988,0.021401241892837635
train,auction,63,0.03084872339574641,0.0012809943395781247,0.0900000000000034,0.0081000000000006,0.03084872339574641,0.0012809943395781247
train,auction,64,0.020637449091549794,0.0006376882039914572,0.0099999999999909,9.99999999998181e-05,0.020637449091549794,0.0006376882039914572
train,auction,65,0.013940999417663117,0.00037420437382759664,0.1299999999999954,0.0168999999999988,0.013940999417663117,0.00037420437382759664
train,auction,66,0.031926061052376505,0.0017787095528477867,0.1700000000000017,0.0289000000000005,0.031926061052376505,0.0017787095528477867
train,auction,67,0.04400403256009321,0.0021936564259869566,0.2300000000000039,0.0529000000000018,0.04400403256009321,0.0021936564259869566
train,auction,68,0.04870329696216322,0.00300890473775281,0.25,0.0625,0.04870329696216322,0.00300890473775281
train,auction,69,0.0196011520948327,0.0005728645571303169,0.1700000000000017,0.0289000000000005,0.0196011520948327,0.0005728645571303169
train,auction,70,0.0073530375006039,8.70723976383006e-05,0.0699999999999931,0.004899999999999,0.0073530375006039,8.70723976383006e-05
train,auction,71,0.13196432630940313,0.024516716211665714,0.0300000000000011,0.0009,0.13196432630940313,0.024516716211665714
train,auction,72,0.0425510184577215,0.0024265234501735203,0.019999999999996,0.0003999999999998,0.0425510184577215,0.0024265234501735203
train,auction,73,0.028399513236336764,0.0010700827170204165,0.1099999999999994,0.0120999999999998,0.028399513236336764,0.0010700827170204165
train,auction,74,0.08077615421102609,0.010497585390753825,0.04000000000000619,0.0016000000000005,0.08077615421102609,0.010497585390753825
train,auction,75,0.007099216465132456,8.561297984458148e-05,0.0600000000000022,0.0036000000000002,0.007099216465132456,8.561297984458148e-05
train,auction,76,0.019615307867957177,0.0007039160759411415,0.2600000000000051,0.0676000000000026,0.019615307867957177,0.0007039160759411415
train,auction,77,0.06642058364380048,0.004709110088632266,0.0699999999999931,0.004899999999999,0.06642058364380048,0.004709110088632266
train,auction,78,0.00931356408533663,0.00013882556981515635,0.059999999999988,0.0035999999999985,0.00931356408533663,0.00013882556981515635
train,auction,79,0.07179408090701614,0.006660088261589064,0.2999999999999971,0.0899999999999982,0.07179408090701614,0.006660088261589064
train,auction,80,0.058206112462426976,0.006259597206136189,0.1400000000000005,0.0196000000000001,0.058206112462426976,0.006259597206136189
train,auction,81,0.07088643664569784,0.00685192249319218,0.1400000000000005,0.0196000000000001,0.07088643664569784,0.00685192249319218
train,auction,82,0.006798734734876644,8.718992590583136e-05,0.0,0.0,0.006798734734876644,8.718992590583136e-05
train,auction,83,0.0363791230076889,0.0018098067885714266,0.0700000000000073,0.004900000000001,0.0363791230076889,0.0018098067885714266
train,auction,84,0.26133333341103504,0.1343200001569606,0.1200000000000045,0.014400000000001,0.26133333341103504,0.1343200001569606
train,auction,85,0.017036716221627994,0.00032484242462632,0.019999999999996,0.0003999999999998,0.017036716221627994,0.00032484242462632
train,auction,86,0.015129926285988405,0.0003942338614059912,0.0900000000000034,0.0081000000000006,0.015129926285988405,0.0003942338614059912
train,auction,87,0.024743037027039796,0.0007765631207064902,0.2199999999999988,0.04839999999999949,0.024743037027039796,0.0007765631207064902
train,auction,88,0.10695862674421379,0.01723856073225216,0.5700000000000074,0.3249000000000084,0.10695862674421379,0.01723856073225216
train,auction,89,0.29041238459360363,0.131738803842362,0.4599999999999937,0.2115999999999942,0.29041238459360363,0.131738803842362
train,auction,90,0.005573635228120577,7.320505458152666e-05,0.2300000000000039,0.0529000000000018,0.005573635228120577,7.320505458152666e-05
train,auction,91,0.03488183112308998,0.0017072086070702196,0.1299999999999954,0.0168999999999988,0.03488183112308998,0.0017072086070702196
train,auction,92,0.03371513922650466,0.0014729788412618306,0.0600000000000022,0.0036000000000002,0.03371513922650466,0.0014729788412618306
train,auction,93,0.020227542647981496,0.00077975668153793,0.25,0.0625,0.020227542647981496,0.00077975668153793
train,auction,94,0.2110329276050739,0.09647012305935247,0.1899999999999977,0.0360999999999991,0.2110329276050739,0.09647012305935247
train,auction,95,0.017921461800051452,0.0004421394221352757,0.039999999999992,0.0015999999999993,0.017921461800051452,0.0004421394221352757
train,auction,96,0.029923166858387126,0.0010719737704504085,0.2600000000000051,0.0676000000000026,0.029923166858387126,0.0010719737704504085
train,auction,97,0.014064647995486233,0.00028937796738574546,0.1299999999999954,0.0168999999999988,0.014064647995486233,0.00028937796738574546
train,auction,98,0.10700485017332345,0.012637346396657097,0.1800000000000068,0.0324000000000024,0.10700485017332345,0.012637346396657097
train,auction,99,0.03192681528022278,0.0013647118470566078,0.0699999999999931,0.004899999999999,0.03192681528022278,0.0013647118470566078
train,auction,100,0.10107260521139756,0.024598077585024407,0.1000000000000085,0.0100000000000017,0.10107260521139756,0.024598077585024407
train,auction,101,0.11390295711041411,0.025686529923585902,0.0999999999999943,0.0099999999999988,0.11390295711041411,0.025686529923585902
train,auction,102,0.07049979393321494,0.006584115151244944,0.2800000000000011,0.0784000000000006,0.07049979393321494,0.006584115151244944
train,auction,103,0.05221167833783981,0.004289713932732555,0.2299999999999897,0.0528999999999952,0.05221167833783981,0.004289713932732555
train,auction,104,0.02150557906086682,0.00055100163893686,0.1099999999999994,0.0120999999999998,0.02150557906086682,0.00055100163893686
train,auction,105,0.05667563181151296,0.004834770167723384,0.2000000000000028,0.0400000000000011,0.05667563181151296,0.004834770167723384
train,auction,106,0.06022268607543609,0.00437260806082183,0.2599999999999909,0.0675999999999952,0.06022268607543609,0.00437260806082183
train,auction,107,0.04133507794137372,0.00203361256192896,0.2399999999999948,0.0575999999999975,0.04133507794137372,0.00203361256192896
train,auction,108,0.15111770878812883,0.035356332582116054,0.2300000000000039,0.0529000000000018,0.15111770878812883,0.035356332582116054
train,auction,109,0.08206840771687256,0.012020662703533497,0.1999999999999886,0.0399999999999954,0.08206840771687256,0.012020662703533497
train,auction,110,0.03587735099963818,0.0015057334032752066,0.0600000000000022,0.0036000000000002,0.03587735099963818,0.0015057334032752066
train,auction,111,0.11766022526314776,0.018813576037728368,0.2100000000000079,0.044100000000003296,0.11766022526314776,0.018813576037728368
train,auction,112,0.021091751813450767,0.0005854209214605985,0.0500000000000113,0.0025000000000011,0.021091751813450767,0.0005854209214605985
train,auction,113,0.022230927442300173,0.0006354554710461939,0.019999999999996,0.0003999999999998,0.022230927442300173,0.0006354554710461939
train,auction,114,0.06742384327646388,0.00730007013647077,0.2600000000000051,0.0676000000000026,0.06742384327646388,0.00730007013647077
train,auction,115,0.03598921390597332,0.0018982777151504966,0.6899999999999977,0.4760999999999968,0.03598921390597332,0.0018982777151504966
train,auction,116,0.019946989733858295,0.0004891768146912605,0.1799999999999926,0.0323999999999973,0.019946989733858295,0.0004891768146912605
train,auction,117,0.018217908676108605,0.00044809119240035397,0.039999999999992,0.0015999999999993,0.018217908676108605,0.00044809119240035397
train,auction,118,0.15072716005360048,0.09358825661096734,0.4399999999999977,0.19359999999999797,0.15072716005360048,0.09358825661096734
train,auction,119,0.01257124767372866,0.00029454800395016485,0.039999999999992,0.0015999999999993,0.01257124767372866,0.00029454800395016485
train,auction,120,0.05486586865715183,0.00578363366699317,0.2399999999999948,0.0575999999999975,0.05486586865715183,0.00578363366699317
train,auction,121,0.01036158125142112,0.0002233572716795762,0.019999999999996,0.0003999999999998,0.01036158125142112,0.0002233572716795762
train,auction,122,0.13434353180872446,0.0407547587460411,0.0,0.0,0.13434353180872446,0.0407547587460411
train,auction,123,0.10869456755275779,0.015950625690497374,0.2599999999999909,0.0675999999999952,0.10869456755275779,0.015950625690497374
train,auction,124,0.055981910281415484,0.004209001618010381,0.3599999999999994,0.1295999999999996,0.055981910281415484,0.004209001618010381
train,auction,125,0.022574262829505157,0.0006795305137674167,0.1700000000000017,0.0289000000000005,0.022574262829505157,0.0006795305137674167
train,auction,126,0.03572079765051366,0.00171550100328699,0.1500000000000056,0.0225000000000017,0.03572079765051366,0.00171550100328699
train,auction,127,0.03522690945950487,0.0017675689163681699,0.0699999999999931,0.004899999999999,0.03522690945950487,0.0017675689163681699
train,auction,128,0.035479119301357276,0.0019085495365899425,0.1700000000000017,0.0289000000000005,0.035479119301357276,0.0019085495365899425
train,auction,129,0.21090109389459047,0.05917314671031262,0.3900000000000005,0.1521000000000004,0.21090109389459047,0.05917314671031262
train,auction,130,0.025039306139765898,0.0010888825420792073,0.0799999999999983,0.0063999999999997,0.025039306139765898,0.0010888825420792073
train,auction,131,0.016416673671569966,0.0005252090688500122,0.0799999999999983,0.0063999999999997,0.016416673671569966,0.0005252090688500122
train,auction,132,0.007536512091734443,9.457178156931487e-05,0.1099999999999994,0.0120999999999998,0.007536512091734443,9.457178156931487e-05
train,auction,133,0.025673029115485684,0.0011174313749479294,0.4100000000000108,0.1681000000000088,0.025673029115485684,0.0011174313749479294
train,auction,134,0.024710654700497967,0.000992883039817133,0.1200000000000045,0.014400000000001,0.024710654700497967,0.000992883039817133
train,auction,135,0.01567633050648186,0.00039077590887913336,0.2600000000000051,0.0676000000000026,0.01567633050648186,0.00039077590887913336
train,auction,136,0.044080467078584186,0.0027514596395241636,0.1400000000000005,0.0196000000000001,0.044080467078584186,0.0027514596395241636
train,auction,137,0.013058914022286183,0.00024697230053112514,0.1199999999999903,0.0143999999999976,0.013058914022286183,0.00024697230053112514
train,auction,138,0.028932260576735744,0.0012221162037516296,0.3500000000000085,0.1225000000000059,0.028932260576735744,0.0012221162037516296
train,auction,139,0.03305544199602409,0.00129452757412953,0.0100000000000051,0.0001000000000001,0.03305544199602409,0.00129452757412953
train,auction,140,0.14083151272723737,0.026156280293353866,0.1099999999999994,0.0120999999999998,0.14083151272723737,0.026156280293353866
train,auction,141,0.027119362474064674,0.0013319126673377699,0.039999999999992,0.0015999999999993,0.027119362474064674,0.0013319126673377699
train,auction,142,0.01980072698812352,0.0006638724984268553,0.0800000000000125,0.006400000000002,0.01980072698812352,0.0006638724984268553
train,auction,143,0.01674781740412733,0.00036182057801496727,0.04000000000000619,0.0016000000000005,0.01674781740412733,0.00036182057801496727
train,auction,144,0.022582651567884655,0.0007951708501777558,0.1400000000000005,0.0196000000000001,0.022582651567884655,0.0007951708501777558
train,auction,145,0.01398845835602172,0.0002797731634067553,0.1299999999999954,0.0168999999999988,0.01398845835602172,0.0002797731634067553
train,auction,146,0.025791910705498793,0.0009296616526276972,0.1099999999999994,0.0120999999999998,0.025791910705498793,0.0009296616526276972
train,auction,147,0.015082698361845798,0.000330154372852453,0.1899999999999977,0.0360999999999991,0.015082698361845798,0.000330154372852453
train,auction,148,0.01346508324381591,0.00023912407091990998,0.0300000000000011,0.0009,0.01346508324381591,0.00023912407091990998
train,auction,149,0.009626126941842,0.0001359051762488867,0.0299999999999869,0.0008999999999992,0.009626126941842,0.0001359051762488867
train,auction,150,0.023843909645020245,0.0010255449429370758,0.2700000000000102,0.0729000000000055,0.023843909645020245,0.0010255449429370758
train,auction,151,0.017408464034126776,0.00036317456669773666,0.0600000000000022,0.0036000000000002,0.017408464034126776,0.00036317456669773666
train,auction,152,0.034031957344152354,0.0017251438132201014,0.0300000000000011,0.0009,0.034031957344152354,0.0017251438132201014
train,auction,153,0.02303840833204018,0.0007456820892548066,0.039999999999992,0.0015999999999993,0.02303840833204018,0.0007456820892548066
train,auction,154,0.028459168313968976,0.0010713584654419767,0.0100000000000051,0.0001000000000001,0.028459168313968976,0.0010713584654419767
train,auction,155,0.0758306692711755,0.0071632877390700005,0.039999999999992,0.0015999999999993,0.0758306692711755,0.0071632877390700005
train,auction,156,0.009549972157051426,0.00016773963415465178,0.1200000000000045,0.014400000000001,0.009549972157051426,0.00016773963415465178
train,auction,157,0.01637888532985175,0.00042703974258620454,0.1599999999999966,0.0255999999999989,0.01637888532985175,0.00042703974258620454
train,auction,158,0.05017977846182424,0.0034353518858059634,0.269999999999996,0.0728999999999978,0.05017977846182424,0.0034353518858059634
train,auction,159,0.0880304933349336,0.011502509229117634,0.0700000000000073,0.004900000000001,0.0880304933349336,0.011502509229117634
train,auction,160,0.016761596048485667,0.00037073418956534997,0.0900000000000034,0.0081000000000006,0.016761596048485667,0.00037073418956534997
train,auction,161,0.1815579464667242,0.04190134749317223,0.6099999999999994,0.3720999999999993,0.1815579464667242,0.04190134749317223
train,auction,162,0.015837050251054523,0.00040094525532930906,0.0,0.0,0.015837050251054523,0.00040094525532930906
train,auction,163,0.013866110117947967,0.0003351821997334554,0.039999999999992,0.0015999999999993,0.013866110117947967,0.0003351821997334554
train,auction,164,0.023791238212775994,0.0009196236396918342,0.1299999999999954,0.0168999999999988,0.023791238212775994,0.0009196236396918342
train,auction,165,0.01812784089715931,0.0009301683270045885,0.3299999999999983,0.1088999999999988,0.01812784089715931,0.0009301683270045885
train,auction,166,0.04967421492943104,0.0033578760979967705,0.25,0.0625,0.04967421492943104,0.0033578760979967705
train,auction,167,0.05054815781425784,0.0035167195599612464,0.049999999999997095,0.0024999999999997,0.05054815781425784,0.0035167195599612464
train,auction,168,0.06990066751503288,0.00583844286158415,0.4099999999999966,0.1680999999999972,0.06990066751503288,0.00583844286158415
train,auction,169,0.057434207775153304,0.004003111846948301,0.3299999999999983,0.1088999999999988,0.057434207775153304,0.004003111846948301
train,auction,170,0.02737551298932029,0.0008484072266075566,0.1300000000000096,0.0169000000000025,0.02737551298932029,0.0008484072266075566
train,auction,171,0.011814555681436887,0.00030990502874477,0.269999999999996,0.0728999999999978,0.011814555681436887,0.00030990502874477
train,auction,172,0.06212583122120916,0.008190807493370733,0.6700000000000017,0.44890000000000235,0.06212583122120916,0.008190807493370733
train,auction,173,0.07902371917798752,0.008402850530925255,0.269999999999996,0.0728999999999978,0.07902371917798752,0.008402850530925255
train,auction,174,0.017040392796073413,0.0005175234699272648,0.1800000000000068,0.0324000000000024,0.017040392796073413,0.0005175234699272648
train,auction,175,0.07724218282892865,0.009286862808131343,0.049999999999997095,0.0024999999999997,0.07724218282892865,0.009286862808131343
train,auction,176,0.026937252607126504,0.0009305100444386433,0.0699999999999931,0.004899999999999,0.026937252607126504,0.0009305100444386433
train,auction,177,0.07162724321023807,0.006405674725133484,0.4399999999999977,0.19359999999999797,0.07162724321023807,0.006405674725133484
train,auction,178,0.06810628229784181,0.005339469691416567,0.0900000000000034,0.0081000000000006,0.06810628229784181,0.005339469691416567
train,auction,179,0.026751211042023205,0.0012285719867160137,0.2199999999999988,0.04839999999999949,0.026751211042023205,0.0012285719867160137
train,auction,180,0.019591460339994142,0.00046199888654713337,0.019999999999996,0.0003999999999998,0.019591460339994142,0.00046199888654713337
train,auction,181,0.023218249031818027,0.00076912729316636,0.0799999999999983,0.0063999999999997,0.023218249031818027,0.00076912729316636
train,auction,182,0.034122390712057846,0.0014586783464075712,0.2399999999999948,0.0575999999999975,0.034122390712057846,0.0014586783464075712
train,auction,183,0.05289024184325652,0.003679466767176803,0.1600000000000108,0.0256000000000034,0.05289024184325652,0.003679466767176803
train,auction,184,0.05024304999234342,0.003290938198044497,0.1099999999999994,0.0120999999999998,0.05024304999234342,0.003290938198044497
train,auction,185,0.030528895435498728,0.0013185260303770867,0.0700000000000073,0.004900000000001,0.030528895435498728,0.0013185260303770867
train,auction,186,0.051309235670889526,0.0031299770815112803,0.2399999999999948,0.0575999999999975,0.051309235670889526,0.0031299770815112803
train,auction,187,0.06038112523231969,0.004492004397119197,0.1400000000000005,0.0196000000000001,0.06038112523231969,0.004492004397119197
train,auction,188,0.17487002217801448,0.048841996558827115,0.1099999999999994,0.0120999999999998,0.17487002217801448,0.048841996558827115
train,auction,189,0.06972177498946855,0.0054066772725882735,0.1299999999999954,0.0168999999999988,0.06972177498946855,0.0054066772725882735
train,auction,190,0.04016946849866983,0.0019009736604413698,0.25,0.0625,0.04016946849866983,0.0019009736604413698
train,auction,191,0.01244219629484792,0.00024804338612554,0.0100000000000051,0.0001000000000001,0.01244219629484792,0.00024804338612554
train,auction,192,0.01435659784356316,0.0002576134841988833,0.1299999999999954,0.0168999999999988,0.01435659784356316,0.0002576134841988833
train,auction,193,0.07581460973047642,0.0062024920596088365,0.1899999999999977,0.0360999999999991,0.07581460973047642,0.0062024920596088365
train,auction,194,0.01738610539251935,0.00036991653692472666,0.0600000000000022,0.0036000000000002,0.01738610539251935,0.00036991653692472666
train,auction,195,0.09105691833920462,0.011380669560052549,0.0699999999999931,0.004899999999999,0.09105691833920462,0.011380669560052549
train,auction,196,0.022170300648702793,0.0007376094156357406,0.0600000000000022,0.0036000000000002,0.022170300648702793,0.0007376094156357406
train,auction,197,0.03022712435431502,0.0013666783071070033,0.3900000000000005,0.1521000000000004,0.03022712435431502,0.0013666783071070033
train,auction,198,0.016136387414595745,0.0003566191274310863,0.0700000000000073,0.004900000000001,0.016136387414595745,0.0003566191274310863
train,auction,199,0.28813069362662413,0.10844976712974627,0.4000000000000057,0.1600000000000045,0.28813069362662413,0.10844976712974627
train,auction,200,0.027503529213637957,0.0010710807519484285,0.2100000000000079,0.044100000000003296,0.027503529213637957,0.0010710807519484285
train,auction,201,0.02275630687414033,0.0007389528067855433,0.0899999999999892,0.008099999999998,0.02275630687414033,0.0007389528067855433
train,auction,202,0.033817159075213925,0.0017517483761471172,0.019999999999996,0.0003999999999998,0.033817159075213925,0.0017517483761471172
train,auction,203,0.029542578169617632,0.001468904652340543,0.0,0.0,0.029542578169617632,0.001468904652340543
train,auction,204,0.01556642960738418,0.00036428720048469756,0.0,0.0,0.01556642960738418,0.00036428720048469756
train,auction,205,0.11090663213711591,0.02748464219018597,0.0300000000000011,0.0009,0.11090663213711591,0.02748464219018597
train,auction,206,0.059821283250516395,0.004938066170420622,0.0,0.0,0.059821283250516395,0.004938066170420622
train,auction,207,0.1388712501949688,0.029269155741785277,0.3700000000000045,0.1369000000000033,0.1388712501949688,0.029269155741785277
train,auction,208,0.015952041940976356,0.0004114840102351124,0.0999999999999943,0.0099999999999988,0.015952041940976356,0.0004114840102351124
train,auction,209,0.01724513289567301,0.00040651067783672876,0.0099999999999909,9.99999999998181e-05,0.01724513289567301,0.00040651067783672876
train,auction,210,0.049648138012930526,0.0029340829544742112,0.2800000000000011,0.0784000000000006,0.049648138012930526,0.0029340829544742112
train,auction,211,0.08736274547122914,0.010511790807374537,0.1700000000000017,0.0289000000000005,0.08736274547122914,0.010511790807374537
train,auction,212,0.021438820481736294,0.0005933297217251367,0.1299999999999954,0.0168999999999988,0.021438820481736294,0.0005933297217251367
train,auction,213,0.015069839081162193,0.000367670003120823,0.1600000000000108,0.0256000000000034,0.015069839081162193,0.000367670003120823
train,auction,214,0.02087492754651614,0.0006229649463495676,0.049999999999997095,0.0024999999999997,0.02087492754651614,0.0006229649463495676
train,auction,215,0.008277476193407537,9.452598167199e-05,0.0100000000000051,0.0001000000000001,0.008277476193407537,9.452598167199e-05
train,auction,216,0.1684600980983295,0.052354993911268785,0.1199999999999903,0.0143999999999976,0.1684600980983295,0.052354993911268785
train,auction,217,0.053733588422647895,0.0044208673455307,0.25,0.0625,0.053733588422647895,0.0044208673455307
train,auction,218,0.065523071759668,0.007381796316539854,0.1299999999999954,0.0168999999999988,0.065523071759668,0.007381796316539854
train,auction,219,0.025793428819966817,0.0008838153926388207,0.2700000000000102,0.0729000000000055,0.025793428819966817,0.0008838153926388207
train,auction,220,0.1524903368791778,0.03254967567341412,0.04000000000000619,0.0016000000000005,0.1524903368791778,0.03254967567341412
train,auction,221,0.009406067681040499,0.00017640141580167726,0.0300000000000011,0.0009,0.009406067681040499,0.00017640141580167726
train,auction,222,0.05757319112440575,0.00527742231181029,0.0999999999999943,0.0099999999999988,0.05757319112440575,0.00527742231181029
train,auction,223,0.05456164074659565,0.0037343944695746143,0.1600000000000108,0.0256000000000034,0.05456164074659565,0.0037343944695746143
train,auction,224,0.10216483670455144,0.01629312368872296,0.3499999999999943,0.122499999999996,0.10216483670455144,0.01629312368872296
train,auction,225,0.025772337407942283,0.0008433419003099833,0.04000000000000619,0.0016000000000005,0.025772337407942283,0.0008433419003099833
