policy,env_seed,objective,auction_value,opening_inventory,final_inventory,cancels
original,384727916,-14.677406503527024,0.0033759280697387706,9.493997485263435,9.306497485263375,0
diagnostic_auction_transfer,384727916,-14.680196301149584,0.0005861304491566743,9.493997485263435,7.535936746993966,0
original,1327329833,-11.822173582049913,2.2253447332304535,21.917589588573932,6.997589588574186,0
diagnostic_auction_transfer,1327329833,-11.842548528774334,2.2049697865048117,21.917589588573932,5.572589588574001,0
original,1997384922,-76.88327284770526,-0.09188943618071102,30.989551193530872,30.82955119353089,8
diagnostic_auction_transfer,1997384922,-76.8408479650682,-0.04946455354461076,30.989551193530872,30.992034262667254,3
original,1004908443,32.15033992449907,-0.15747364387725385,0.32844502631563444,2.6009803985999778,0
diagnostic_auction_transfer,1004908443,32.020103873250406,-0.2877096951266013,0.32844502631563444,2.5268781464974173,11
original,154363515,33.96946865465009,-0.1299287164633361,0.07949419884312192,0.7994941988431119,11
diagnostic_auction_transfer,154363515,33.933837323931726,-0.16556004718196318,0.07949419884312192,0.42699419884319845,16
original,2014446275,2.1869720451221433,0.3734635109162078,0.8447300024428301,2.5597300024428016,17
diagnostic_auction_transfer,2014446275,3.0942463221331638,1.2807377879273558,0.8447300024428301,4.709958759725453,2
original,1304474003,-17.688249377316684,-0.07083407957616081,0.23607212493725171,0.2459056755051111,3
diagnostic_auction_transfer,1304474003,-18.068971774848066,-0.4515564771080702,0.23607212493725171,3.721072124936839,0
original,1150463758,37.26929245593957,0.6120820373438893,15.488468891309594,9.114754313522052,0
diagnostic_auction_transfer,1150463758,36.956820968479455,0.29961054988297825,15.488468891309594,13.31846889130857,0
original,722704839,-5.8443778012426675,-0.9448886455431296,9.347319167399661,3.7598191673994137,1
diagnostic_auction_transfer,722704839,-4.926714930440039,-0.027225774741052533,9.347319167399661,9.364564552372213,1
original,2067026967,9.287006345730495,-0.027997451522199745,0.5207398520007303,0.5132398520007188,1
diagnostic_auction_transfer,2067026967,9.312956553007295,-0.0020472442442123658,0.5207398520007303,0.9529399142077105,0
original,1900202723,5.768292940991886,-0.05880867370111227,5.228444804435412,5.240944804435444,2
diagnostic_auction_transfer,1900202723,5.786292940991887,-0.04080867370111227,5.228444804435412,5.240944804435444,4
original,1729566117,14.190561304379655,-0.003790241032335037,0.6718005735176149,0.7618005735175979,1
diagnostic_auction_transfer,1729566117,14.185862024609861,-0.008489520802924557,0.6718005735176149,0.7418005735176125,1
original,263165174,3.6934553461854014,-0.1337686095096843,0.1516224992656987,-0.5383775007319933,0
diagnostic_auction_transfer,263165174,3.872723110940573,0.045499155245107475,0.1516224992656987,0.5533667577281103,1
original,1798040284,5.894274625496603,-1.1157304415395242,0.1847309330067901,4.125777874686449,0
diagnostic_auction_transfer,1798040284,7.859733516986418,0.8497284499507287,0.1847309330067901,-5.1010998764515385,16
original,1719712801,-2.184058881911528,0.9277434043391827,27.11068410558437,25.103184105584425,0
diagnostic_auction_transfer,1719712801,-2.148757787341368,0.9630444989081354,27.11068410558437,25.023184105584384,0
original,1937508014,9.620986890853262,-0.07166589429953495,0.6167632125611107,0.21676321256089182,1
diagnostic_auction_transfer,1937508014,9.735060120221169,0.042407335068378446,0.6167632125611107,0.9889436956027718,0
original,1554146986,9.046985695888434,0.48919946597921216,11.889676675623434,10.144676675623524,0
diagnostic_auction_transfer,1554146986,8.556046735963852,-0.0017394939448230591,11.889676675623434,11.89215971238177,1
original,736551086,-37.366903281255944,-0.0406628151713695,0.9370012234974894,1.5570012234974246,1
diagnostic_auction_transfer,736551086,-37.505040835470126,-0.17880036938571653,0.9370012234974894,3.965983593219233,0
original,1934617883,-144.46490662283793,-0.3513504283348101,46.631899494058274,46.549399494058285,28
diagnostic_auction_transfer,1934617883,-139.98383222552562,4.129723968977287,46.631899494058274,42.26315334232221,1
original,1866589806,22.47299375400531,-0.19267647048892236,3.1259553798101507,2.9550298544403217,12
diagnostic_auction_transfer,1866589806,22.528700255516704,-0.13696996897765765,3.1259553798101507,2.259155968643776,17
original,1550772836,-9.331622345507087,-0.10375067964183723,0.30319060360758954,-0.07591555519142895,1
diagnostic_auction_transfer,1550772836,-9.036696770757478,0.19117489510887456,0.30319060360758954,1.2881906036073456,0
original,805140357,-7.709214391869623,0.17389051647504497,0.03658116106134912,-1.1533444413124472,6
diagnostic_auction_transfer,805140357,-7.5411746867517016,0.34193022159399294,0.03658116106134912,-1.5447766566928618,3
original,1235318337,30.13978246137114,0.02705885633355659,19.406672905709442,17.886672905709474,20
diagnostic_auction_transfer,1235318337,29.819396026071,-0.2933275789660099,19.406672905709442,19.37167290570946,15
original,1071155847,-5.932311509027359,-0.04042129313466969,0.5474136530134075,2.5110637404013914,0
diagnostic_auction_transfer,1071155847,-6.082949093079138,-0.19105887718612527,0.5474136530134075,4.382413653013372,1
original,1562674616,25.921617645162073,0.5280891880838593,0.7446060533867467,2.164606053386862,2
diagnostic_auction_transfer,1562674616,26.13070485548228,0.7371763984031879,0.7446060533867467,2.80210605338689,8
original,139719931,3.6405955015886353,-0.06636836265440835,0.4341145238402788,-0.13338547615962248,1
diagnostic_auction_transfer,139719931,3.7141309138522867,0.007167049608863052,0.4341145238402788,1.3992388443544521,3
original,1665521694,1.643040145985667,-0.7755637865270182,0.9526629412374206,-2.6701828026040366,1
diagnostic_auction_transfer,1665521694,2.2914976913629284,-0.12710624114970395,0.9526629412374206,0.5073588467532573,2
original,2116675256,9.55428627500956,0.014470746464433804,0.4902582279461001,1.0314333749932563,1
diagnostic_auction_transfer,2116675256,9.556207454703642,0.016391926158367,0.4902582279461001,1.3158460365871987,2
original,1119937587,17.471736192263158,0.1325946930929773,4.828818963619369,2.183378784189934,0
diagnostic_auction_transfer,1119937587,17.43728290596331,0.098141406792364,4.828818963619369,3.178465968734236,1
original,1420634725,-32.826482741489194,3.586890679299448,16.94466672740151,6.544666727401765,0
