episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
24,35.86653532498167,10.828032861393154,10.754801509245194,-13.264094511216516,0.0,-24.018896020461717,-0.0732313521475021,0.0,50.03848765059603,50.03848765059603,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
25,-9.433246371172572,-9.452895966262485,-14.223183421430578,2.110283970176928,3.552713678800501e-15,16.333467391607513,-4.78516339183774,0.01487593666957452,0.9909364467219746,-1.40177013414872,2.3927065808706787,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,10.0,10.0,0.0,0.0,5.0,4.0,0.0,1.0,,,,,,,,,,,,
26,42.76318719018309,10.292748441329309,10.113757693174968,-7.644006723050808,0.0,-17.75776441622578,-0.15794968300373569,-0.02104106514680429,56.149046399931066,56.98283842426049,-0.8337920243294031,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,1.0,12.0,12.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,
27,3.3406101946124545,3.340526581010898,1.099762803630544,-3.438642786899551,0.0,-4.538405590530094,-2.2438906523811966,0.003126875000000711,0.3972391836429807,0.09144047329060051,0.3057987103524033,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
28,-28.090359666402946,-40.56271947812959,-41.17683455894253,-8.10223253629384,0.0,33.07460202264869,-0.6141150808114588,0.0,35.31622829766316,35.31622829766316,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
29,41.034281451917195,38.64359644486312,37.05815595933947,2.98043942059458,0.0,-34.07771653874491,-1.78876831145541,0.20332782593326595,30.275783900015085,15.461840146160077,14.813943753854998,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
30,-34.583689810886426,-41.552324777493816,-47.1851072021067,-7.2400403529421204,0.0,39.945066849164576,-5.477293919393773,-0.155488505222101,0.3981722219694461,26.398172221969055,-25.99999999999963,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,
31,11.720417609015785,2.9539378705067065,2.9579898955076125,-2.035299324101892,0.0,-4.993289219609504,0.0,0.004052025000000153,30.069565868833493,29.60824165415616,0.46132421467731594,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
32,53.74796893583986,53.7414336265955,53.74102958659631,-7.76933258807323,0.0,-61.510362174669524,0.0,-0.0004040399999996326,0.7291601449229574,0.8084125954213726,-0.07925245049843105,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,18.94978161862022,38.0,0.00023447058520450828,0.00023447058520450828,3.6208742606012443,0.3396381680902682,2.378244984646638,30.0,0.00023447058520450825,0.00023447058520450825,1.4241805950800577,0.17339211702346802
33,14.879679671424528,14.876339297982362,12.066279554004453,8.229305098564447,1.7763568394002505e-15,-3.8369744554399974,-2.8107596039788376,0.0006998599999998609,0.6478276591101348,0.5779596389165302,0.06986802019361575,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,19.124968479841183,39.0,0.00023267171427506018,0.00023267171427506018,4.483365101692004,0.41696048645596756,2.000578948110342,30.0,0.00023267171427506018,0.00023267171427506018,1.035553902387619,0.1499070738752683
34,22.428710557276137,7.170547091164742,7.171849513698563,-10.242092371407468,0.0,-17.413941885106038,-0.0007021774671533976,0.0020046000000001713,39.341699228414775,39.061699228414774,0.28000000000000114,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,16.004982460628856,44.0,0.00023088664438004888,0.00023088664438004888,4.027012006802992,0.0866464532234452,1.818580717841784,30.0,0.00023088664438004886,0.00023088664438004886,1.1233939558267594,0.11509496023257573
35,30.788073821486584,-4.382602663137192,-4.380121723137552,-19.859810048152735,0.0,-15.479688325015175,0.0,0.002480940000000091,59.57590880375792,59.30487036038758,0.27103844337034966,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.267867957221137,45.0,0.00022911526963719647,0.00022911526963719647,4.008326207266913,0.05271905968370645,2.151434873044491,30.0,0.00022911526963719647,0.00022911526963719647,1.2457688053448994,0.08504377330342928
36,38.80685898633854,27.209938903337218,27.104660717435184,-2.619729647724304,0.0,-29.724390365159483,-0.10928898590231029,0.004010799999999773,34.5328634566759,34.0542509578486,0.47861249882729145,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,16.895563554763793,40.0,0.0002273574849765597,0.0002273574849765597,4.44386610686779,0.243968603014946,2.2228362237413726,30.0,0.00022735748497655967,0.00022735748497655967,1.3641763413945833,0.05913581941276789
37,-1.5175039447504095,-17.12198729395197,-19.6815937800148,-17.647264966261446,0.0,2.0343288137533535,-2.572918886062098,0.013312399999999825,41.02553329623068,39.5025104888304,1.5230228074002676,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.040352667531659,31.0,0.0002256131861342975,0.0002256131861342975,4.766025973904517,0.15508629282315572,2.4540793110926944,30.0,0.0002256131861342975,0.0002256131861342975,1.5091272314389548,0.04003834621980786
38,-1.9676803224738542,-1.9727497232689464,-9.86169684332637,0.7412370480148244,0.0,10.602933891341191,-7.88919689505848,0.0002497749999999858,0.7366894341009242,0.7119972468410384,0.024692187259867205,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,13.8451199314811,44.0,0.00022388226964648665,0.00022388226964648665,4.918971728194844,0.1832829713821411,2.057305860519409,30.0,0.00022388226964648665,0.00022388226964648665,1.3257232139507928,0.014737934432923793
39,-14.92824339450369,-14.93012746504123,-15.684902335557261,23.409939588799535,0.0,39.09484192435681,-0.7557720705175228,0.0009972000000000852,0.5425723632183548,0.43405881370363336,0.10851354951472232,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.325647128255744,38.0,0.0002221646328429846,0.0002221646328429846,5.203605567154131,0.08701889957056234,2.210113615791003,30.0,0.0002221646328429846,0.0002221646328429846,1.6224020679791769,0.029217311460524798
40,38.65388184281328,38.60564132219633,38.628243037198985,-9.96441767859805,0.0,-48.59266071579702,0.0,0.02260171500000105,0.1486275220959783,-2.196372477904202,2.345000000000155,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,15.56289133272673,38.0,0.0002204601738413398,0.0002204601738413398,5.601837415444224,0.15252469431020713,2.311613573630651,30.0,0.0002204601738413398,0.0002204601738413398,2.158415957291921,-0.0018840350210666656
41,8.352494024880084,8.35229975385642,4.542650392060399,-5.69405833496961,0.0,-10.236708727030011,-3.8159224867961683,0.006273125000000535,0.514381140641305,0.13938114064127305,0.3750000000000142,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,13.57124163793481,46.0,0.00021876879154074825,0.00021876879154074825,4.987367536710656,0.13852291295061941,2.094454687833786,30.0,0.00021876879154074825,0.00021876879154074825,1.7021571973959604,-0.03462053183466196
42,5.344445368209563,5.326194228476845,4.493949322068721,3.7448176313164683,0.0,-0.7491316907522502,-1.0583675952149463,0.22612268880431896,21.56596779135424,1.3509677913524847,20.215000000001766,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,14.716424716843498,36.0,0.00021709038561605672,0.00021709038561605672,5.617843793498145,0.22351626637909147,1.5671633963783582,30.0,0.00021709038561605672,0.00021709038561605672,1.5145512839158377,-0.10261492406328519
43,-35.13894811561164,-35.13929705587471,-43.61890479554852,-5.047876997240378,0.0,38.57102779830814,-8.484979119674412,0.005371380000000203,0.486799428014578,0.18679942801450977,0.3000000000000682,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,14.38991517769663,38.0,0.00021542485651181197,0.00021542485651181197,5.6728570524014925,0.29342460122547653,1.953792650749286,30.0,0.00021542485651181197,0.00021542485651181197,1.802641934156418,-0.09252464249730111
44,-18.757636991827894,-21.363234796359553,-33.74047652357755,0.10749833803178369,0.0,33.84797486160933,-12.60055630260092,0.2233145753819067,0.06563578135610726,-16.14186421864482,16.207500000000906,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,13.687860293821855,44.0,0.00021377210543635568,0.00021377210543635568,5.293182010000402,0.14529201489957896,2.023960267007351,30.0,0.00021377210543635568,0.00021377210543635568,2.0216752757628758,-0.09467125833034515
45,18.55032656217554,12.859660771332852,13.086275221979278,-4.576229859731558,0.0,-17.662505081710837,0.0,0.22661445064498367,0.8300196976386331,-23.855116413135967,24.68513611077458,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,13.035487574500007,37.0,0.00021213203435596428,0.00021213203435596428,5.719868634198163,0.2249694572467553,1.3950272083282471,30.0,0.00021213203435596425,0.00021213203435596425,1.912863298257192,-0.1384059101343155
46,-27.181670240505408,-32.05769794632404,-34.19555380724703,-6.523159138524515,0.0,27.672394668722518,-2.144997540921649,0.0071416800000002716,22.716503746032984,22.081729338570003,0.6347744074629882,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,10.897267467097231,38.0,0.00021050454598903415,0.00021050454598903415,4.914008140563965,0.20942085618643383,1.8755217125018437,30.0,0.00021050454598903415,0.00021050454598903415,1.7841262926657995,-0.10258921136458715
47,23.658906494070834,19.221289060021654,19.44340192878214,3.2105622176161512,1.7763568394002505e-15,-16.232839711165994,0.0,0.2221128687593578,0.7368468317519898,-21.06565316824802,21.802500000000013,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.324886737725674,39.0,0.0002088895438003116,0.0002088895438003116,5.897883537488106,0.1469245805944267,1.9411627898613613,30.0,0.0002088895438003116,0.0002088895438003116,2.392682025829951,-0.1164950172106425
48,-22.151934151650494,-30.406472678517133,-39.359296360591074,-12.640363559417933,0.0,26.718932801173136,-9.181878914362393,0.22905523228721633,0.13423930909539195,-28.730712707600276,28.86495201669564,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,12.456452344593249,38.0,0.0002072869319951664,0.0002072869319951664,5.498505645676663,0.14515780088932892,1.9331151771048705,30.0,0.0002072869319951664,0.0002072869319951664,2.1480024735132854,-0.12945635964473087
49,-35.11456706624813,-37.69772388384674,-39.82560649942371,-4.82024279731947,0.0,35.00536370210422,-2.3039084485980226,0.1760258330171773,0.4677978559309679,-16.072202144070413,16.540000000001367,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.508547931247287,45.0,0.00020569661551390992,0.00020569661551390992,6.027043422063191,0.19926452474749606,1.5886290282011033,30.0,0.0002056966155139099,0.0002056966155139099,1.779829696814219,-0.07747994897266229
50,1.6973766732512012,-0.08476760508208114,-8.107709170771598,-2.8262624443902005,0.0,5.281446726381397,-8.030967965688944,0.008026399999999543,14.220751710813715,13.349697668236844,0.8710540425768527,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,3.0,3.0,0.0,0.0,10.622329180581229,35.0,0.0002041185000261565,0.0002041185000261565,6.046645876339504,0.2332043980850893,1.756066115697225,30.0,0.0002041185000261565,0.0002041185000261565,2.284621908267339,-0.12431094025572141
51,-52.976969432334954,-53.008531472030235,-59.47831774910223,-0.0779014189333253,0.0,59.40041633016892,-6.686558358942939,0.21677208186925484,23.90660169415952,1.7765708456259262,22.130030848533586,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,11.888463828874672,46.0,0.0002025524919252285,0.0002025524919252285,5.581889541252799,0.16210207278313843,1.5491985648870468,30.0,0.0002025524919252285,0.0002025524919252285,2.149329888820648,-0.15114574755231538
52,10.246525972821473,7.246038282076466,6.7366459693599605,8.738633462206163,0.0,2.0019874928462023,-0.7369579970517179,0.22756568433566465,0.10308413961075757,-17.32191586039202,17.425000000002782,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,11.673897654511208,43.0,0.00020099849832260343,0.00020099849832260343,6.022643510685411,0.25973964685743506,1.6793996368845303,30.0,0.0002009984983226034,0.0002009984983226034,2.091847123702367,-0.11477173132201036
53,14.775508876755339,14.7396138086176,11.981736699459372,-2.385125438182026,0.0,-14.366862137641403,-2.785490120868431,0.0276130117092917,0.6804006191878784,-1.8945993808121964,2.5750000000000774,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.027586244401478,42.0,0.00019945642704240473,0.00019945642704240473,7.018085979280018,0.17914679415878795,1.318120901286602,30.0,0.00019945642704240473,0.00019945642704240473,2.344982072710991,-0.1328426394611597
