run,episode,env_seed,phase,time,inventory,mid,q,phi,reward,cv,mc,q_error
cat811_v18,0,885226457,auction,135.0,2.8399245454389357,100.53,-7.32166051864624,-11.429374264324984,0.007995199999999545,0.0,-33.11609177497841,25.794431256332167
cat811_v18,0,885226457,auction,134.0,2.8399245454389357,100.53,-7.282500743865967,-9.931278571054223,0.007995199999999545,0.0,-34.606192268249174,27.323691524383207
cat811_v18,0,885226457,auction,133.0,2.8399245454389357,100.53,-7.264491081237793,-9.272990455312156,0.007994400000000682,0.0,-35.25648598399124,27.991994902753447
cat811_v18,0,885226457,auction,132.0,2.8399245454389357,100.53,-7.069674968719482,-8.10803588383485,0.007993599999999546,0.0,-36.413446955468544,29.34377198674906
cat811_v18,0,885226457,auction,131.0,2.8399245454389357,100.53,-7.028757572174072,-6.701595316427518,0.007993599999999546,0.0,-37.81189392287588,30.78313635070181
cat811_v18,0,885226457,auction,130.0,2.8399245454389357,100.53,-7.022823810577393,-5.8244846816935585,0.007991199999999546,0.0,-38.68101335760984,31.65818954703245
cat811_v18,0,885226457,auction,129.0,2.8399245454389357,100.53,-7.1835150718688965,-3.6996056717284245,0.007988799999999546,0.0,-40.79790356757497,33.61438849570607
cat811_v18,0,885226457,auction,128.0,2.8399245454389357,100.53,-6.898050785064697,-1.786196457933679,0.007989600000000683,0.0,-42.70332318136972,35.80527239630502
cat811_v18,0,885226457,auction,127.0,2.8399245454389357,100.53,-6.731847286224365,-1.4257734880688129,0.007990399999999545,0.0,-43.055755751234585,36.32390846501022
cat811_v18,0,885226457,auction,126.0,2.8399245454389357,100.53,-6.591489315032959,-1.490366301713956,0.007991199999999546,0.0,-42.983171737589444,36.391682422556485
cat811_v18,0,885226457,auction,125.0,2.8399245454389357,100.53,-6.190310001373291,-1.0846059560789314,0.007992000000000683,0.0,-43.380940083224466,37.190630081851175
cat811_v18,0,885226457,auction,124.0,2.8399245454389357,100.53,-5.856534957885742,-0.7799138527121762,0.007991199999999546,0.0,-43.67764098659122,37.82110602870548
cat811_v18,0,885226457,auction,123.0,2.8399245454389357,100.53,-5.334188938140869,-0.13782192362899173,0.007991199999999546,0.0,-44.31174171567441,38.97755277753354
cat811_v18,0,885226457,auction,122.0,2.8399245454389357,100.53,-4.7205491065979,0.3758099846227427,0.007992000000000683,0.0,-44.81738162392614,40.09683251732824
cat811_v18,0,885226457,auction,121.0,2.8399245454389357,100.53,-4.316822528839111,0.8045216234950924,0.007991199999999546,0.0,-45.23810206279849,40.92127953395938
cat811_v18,0,885226457,auction,120.0,2.8399245454389357,100.53,-3.902078151702881,1.4245048416069899,0.008096344952813866,0.0,-45.849988935957576,41.947910784254695
cat811_v18,0,885226457,clob,119.0,2.8399245454389357,100.52,3.666452169418335,1.4364871609217968,0.0,-0.10476032469490935,-45.966731579967295,49.63318374938563
cat811_v18,0,885226457,clob,117.74675827240682,2.8399245454389357,100.43,3.5886895656585693,1.2119097121215265,0.0,-1.0026529107114448,-46.74480704187847,50.333496607537036
cat811_v18,0,885226457,clob,115.27456693323845,4.849733503946661,100.49000000000001,3.6482555866241455,2.3680438730540683,0.9848063896687904,0.6947205245663023,-46.22141428857592,49.86966987520007
cat811_v18,0,885226457,clob,102.05892734262174,11.655856722706677,100.0,2.2405521869659424,0.0,0.7486735540635436,-7.98941657269937,-51.09411343415768,53.33466562112362
cat811_v18,0,885226457,clob,100.46014895186335,11.655856722706677,100.03,1.6093931198120117,0.34966148424427956,0.0,0.6368605949432455,-50.80691432345871,52.416307443270725
cat811_v18,0,885226457,clob,96.087241870462,11.655856722706677,99.76,2.6227729320526123,-2.797380801086547,0.0,-5.9782086678358,-53.63808070596369,56.2608536380163
cat811_v18,0,885226457,clob,95.0,11.655856722706677,99.8,2.5234198570251465,-2.331135846383404,0.0,0.9328175026500118,-53.17150815801682,55.69492801504197
cat811_v18,0,885226457,clob,94.1718315502948,11.655856722706677,99.75,1.3707200288772583,-2.91396427154541,0.0,-1.1938541290413018,-53.78253386189611,55.15325389077337
cat811_v18,0,885226457,clob,90.89767751938699,14.24880633303404,99.66,1.5132265090942383,-4.844541859230958,-0.9899205191720739,-2.2842690369725736,-55.12614583035521,56.63937233944945
cat811_v18,0,885226457,clob,89.58726820825117,14.24880633303404,99.66,1.6247622966766357,-4.844541859230958,0.0,-0.0,-55.12614583035521,56.75090812703185
cat811_v18,0,885226457,clob,88.16285480992191,15.21037718365554,99.72,1.9043201208114624,-4.2588869197061285,-0.30115030332471804,1.6449704573416934,-54.36798061586307,56.27230073667453
cat811_v18,0,885226457,clob,84.05696191669702,15.21037718365554,99.76,1.5672366619110107,-3.6504579246102367,0.0,1.141595648939937,-53.83481396201903,55.40205062393004
cat811_v18,0,885226457,clob,77.98301917137569,19.88816961602145,99.78,2.5287563800811768,-4.375421730859671,-0.9135952053063079,0.6551444433117061,-53.368300917764195,55.89705729784537
cat811_v18,0,885226457,clob,75.77188483902731,21.895512909547193,99.78,1.6824007034301758,-4.817039705521893,-0.44168559829805076,-0.0,-53.368368541400024,55.0507692448302
cat811_v18,0,885226457,clob,73.31223135045491,23.116924761881023,99.81,1.0010037422180176,-4.39227205212228,-0.2147327636711509,1.184897007114715,-52.822971951356074,53.82397569357409
cat811_v18,0,885226457,clob,68.33190407102451,23.116924761881023,99.8,1.8396613597869873,-4.623314309923444,0.0,-0.4195708424580875,-53.011500536012996,54.85116189579998
cat811_v18,0,885226457,clob,64.79225816894329,30.18642502067593,99.59,-1.1192030906677246,-12.376544490689412,-5.038941694757682,-9.855189125199578,-60.15240117520429,59.033198084536565
cat811_v18,0,885226457,clob,59.363096503041135,31.681862778488465,99.71000000000001,0.31123974919319153,-9.187768950068858,-0.7147955616578372,5.967110634261678,-58.08886164322101,58.4001013924142
cat811_v18,0,885226457,clob,58.09491329910892,31.681862778488465,99.72,-0.5234888792037964,-8.870882651535794,0.0,0.5207805155622391,-57.884967426191835,57.36147854698804
cat811_v18,0,885226457,clob,56.803696198329106,39.36627420139861,99.78,1.3402897119522095,-8.660628727753647,-1.9275877345617118,3.2080456024868056,-56.81476348204889,58.1550531940011
cat811_v18,0,885226457,clob,54.641874078723156,41.16272208938888,99.84,1.9419244527816772,-6.5861865089973435,-0.16686339970326003,3.3361615787341314,-55.71990752177432,57.661831974555994
cat811_v18,0,885226457,clob,52.40301880273712,44.52819324720774,99.89,2.266033887863159,-4.89812856487697,-0.13461884631277599,2.8822607914430938,-54.66032352076437,56.92635740862753
cat811_v18,0,885226457,clob,47.711277950263685,45.32002296319949,99.76,1.1382246017456055,-10.876708605908789,-0.20100738541552232,-7.872349297110479,-56.75510016225856,57.89332476400416
cat811_v18,0,885226457,clob,45.46717862042575,54.00943947041375,99.89,1.1602522134780884,-5.9410715160775,-0.173788330144248,8.279592930612951,-53.584932651621145,54.74518486509923
cat811_v18,0,885226457,clob,42.11992232144836,56.49019749338719,99.87,2.367753267288208,-7.343570354685653,-0.04961516045943881,-1.3091901895270481,-53.54123916299948,55.90899243028769
cat811_v18,0,885226457,clob,40.87146969301915,58.532932176996354,99.93,1.9083812236785889,-4.097287396871252,0.0,4.04443442577793,-52.74308769503595,54.65146891871454
cat811_v18,0,885226457,clob,38.87186252448484,58.8501373577986,99.85000000000001,1.0544968843460083,-8.82761016866425,-0.032427422695853636,-5.537732383940362,-53.58292472987917,54.637421614225175
cat811_v18,0,885226457,clob,34.27585214830142,68.8501373577986,100.05,2.665581464767456,3.442716904100962,1.1000000000000227,14.368404203283761,-50.3848475993606,53.05042906412805
cat811_v18,0,885226457,clob,31.089739176893058,69.43754886881449,100.07000000000001,2.612652540206909,4.860607013688423,0.08223761154222586,1.4840124603589298,-50.2364876370469,52.84914017725381
cat811_v18,0,885226457,clob,27.368951201633035,70.52284342430828,100.10000000000001,2.9596006870269775,7.052176631405018,0.16279418332406692,2.2847585513767,-49.98050452006273,52.94010520708971
cat811_v18,0,885226457,clob,22.031135694974434,76.77554495440738,100.04,3.3523144721984863,3.0710920186247677,0.8128511989129947,-4.762982544535824,-49.94955125290531,53.301865725103795
cat811_v18,0,885226457,clob,20.421154377576755,81.2135774730058,99.99000000000001,2.280228614807129,-0.8123092636233196,0.13314097555797844,-4.168163186929892,-50.10117218202913,52.38140079683626
cat811_v18,0,885226457,clob,17.738867077463162,86.18801278870885,100.02,2.482320547103882,1.7140541309727013,0.2984661189422013,2.5664309191108443,-49.762638538572105,52.24495908567599
cat811_v18,0,885226457,clob,15.165558948980019,88.11970841207997,100.03,2.9430787563323975,2.637742936391985,0.15453564986967194,0.8819150601337842,-49.64987663398794,52.592955390320334
cat811_v18,0,885226457,clob,12.946242836903709,88.11970841207997,100.02,3.1460206508636475,1.7620982920052484,0.0,-0.9017161086973375,-49.675948098298534,52.82196874916218
cat811_v18,0,885226457,clob,9.243043013597617,90.36730494146543,100.03,3.573530673980713,2.710908746579662,0.1573317570569941,0.9191497340137061,-49.548277061802246,53.12180773578296
cat811_v18,0,885226457,clob,8.970010150189186,92.73418642444759,99.99000000000001,3.167867422103882,-0.9279775589896783,0.09467525931930254,-3.7315885525854804,-49.54630404949908,52.71417147160296
cat811_v18,0,885226457,clob,6.354127785034713,97.40348280551893,100.01,3.16044020652771,0.9014191582334496,0.2801577828643076,1.8895648481930443,-49.20597813566486,52.36641834219257
cat811_v18,0,885226457,clob,3.7886266841971517,97.40348280551893,99.88,3.157829523086548,-11.69182869223296,0.0,-12.555067543900265,-49.16779782909871,52.32562735218526
cat811_v18,0,885226457,clob,0.0,100.0,100.0,3.4008662700653076,0.0,0.15579103166891173,11.793943508735094,-48.90989198092767,52.310758250992976
cat811_v18,1,1974719148,auction,149.0,17.9736948840516,99.81,0.3610415458679199,-1.1485327799210951,-1.189898816238468,0.0,-0.0413660363173729,0.4024075821852928
cat811_v18,1,1974719148,auction,148.0,17.9736948840516,99.81,0.3140791952610016,-0.923025201812131,0.007999999999999546,0.0,-0.2588736144263375,0.5729528096873391
cat811_v18,1,1974719148,auction,147.0,17.9736948840516,99.81,0.14483898878097534,-0.5825919014148584,0.008000800000000684,0.0,-0.5913061148236094,0.7361451036045847
cat811_v18,1,1974719148,auction,146.0,17.9736948840516,99.81,0.13854306936264038,-0.1513217971731606,0.007999200000000683,0.0,-1.0145770190653065,1.1531200884279469
cat811_v18,1,1974719148,auction,145.0,17.9736948840516,99.81,0.48339101672172546,-1.1846378886557,0.007999200000000683,0.0,0.02673827241723359,0.4566527443044919
cat811_v18,1,1974719148,auction,144.0,17.9736948840516,99.81,0.5038846731185913,-1.3467275069698852,0.007998400000000683,0.0,0.19682629073141933,0.307058382387172
cat811_v18,1,1974719148,auction,143.0,17.9736948840516,99.81,0.464678019285202,-2.4608555018662477,0.007999200000000683,0.0,1.3189534856277825,-0.8542754663425804
cat811_v18,1,1974719148,auction,142.0,17.9736948840516,99.81,0.31646832823753357,-1.9414145277636448,0.007999200000000683,0.0,0.8075117115251802,-0.49104338328764663
cat811_v18,1,1974719148,auction,141.0,17.9736948840516,99.81,0.03313138708472252,-2.284340789289171,0.007999200000000683,0.0,1.1584371730507073,-1.1253057859659847
cat811_v18,1,1974719148,auction,140.0,17.9736948840516,99.81,0.03173146769404411,-2.589454209900421,0.007999200000000683,0.0,1.4715497936619577,-1.4398183259679136
cat811_v18,1,1974719148,auction,139.0,17.9736948840516,99.81,0.03933199867606163,-3.149601145399161,0.007999200000000683,0.0,2.039695929160698,-2.0003639304846366
cat811_v18,1,1974719148,auction,138.0,17.9736948840516,99.81,0.11446785926818848,-3.1828616457152163,0.007999200000000683,0.0,2.0809556294767546,-1.9664877702085661
cat811_v18,1,1974719148,auction,137.0,17.9736948840516,99.81,0.14971578121185303,-3.6707237327305577,0.007999200000000683,0.0,2.5768169164920964,-2.4271011352802434
cat811_v18,1,1974719148,auction,136.0,17.9736948840516,99.81,-0.3073589503765106,-3.7060136492661284,0.008001599999999545,0.0,2.6201084330276667,-2.9274673834041773
cat811_v18,1,1974719148,auction,135.0,17.9736948840516,99.81,-0.7791165709495544,-2.6942411839861378,0.007999999999999546,0.0,1.6163359677476756,-2.39545253869723
cat811_v18,1,1974719148,auction,134.0,17.9736948840516,99.81,-0.27295175194740295,-4.091755604073607,0.007999200000000683,0.0,3.0218495878351455,-3.2948013397825484
cat811_v18,1,1974719148,auction,133.0,17.9736948840516,99.81,-0.3652908205986023,-4.717721184323749,0.00774999999999956,0.0,3.655565168085287,-4.0208559886838895
cat811_v18,1,1974719148,auction,132.0,17.9736948840516,99.81,-0.11336416006088257,-4.515637232642133,0.008000800000000684,0.0,3.4614820164036715,-3.574846176464554
cat811_v18,1,1974719148,auction,131.0,17.9736948840516,99.81,-0.9743648171424866,-4.789090288473813,0.008001599999999545,0.0,3.742936672235351,-4.717301489377838
cat811_v18,1,1974719148,auction,130.0,17.9736948840516,99.81,-1.5977224111557007,-4.573110499259965,0.008002399999999545,0.0,3.534959283021503,-5.1326816941772035
cat811_v18,1,1974719148,auction,129.0,17.9736948840516,99.81,-1.5791162252426147,-4.364026463142352,0.008003200000000684,0.0,3.3338784469038907,-4.912994672146505
cat811_v18,1,1974719148,auction,128.0,17.9736948840516,99.81,-1.2907559871673584,-4.402722919439955,0.008003200000000684,0.0,3.3805781032014943,-4.671334090368853
cat811_v18,1,1974719148,auction,127.0,17.9736948840516,99.81,-1.0413495302200317,-4.794908364937338,0.008003999999999544,0.0,3.7807675486988765,-4.822117078918908
cat811_v18,1,1974719148,auction,126.0,17.9736948840516,99.81,-1.0757206678390503,-4.727201835619763,0.008004799999999547,0.0,3.721065819381301,-4.796786487220351
cat811_v18,1,1974719148,auction,125.0,17.9736948840516,99.81,-0.5641344785690308,-5.024543427902893,0.008004799999999547,0.0,4.026412211664431,-4.590546690233462
cat811_v18,1,1974719148,auction,124.0,17.9736948840516,99.81,-0.24896779656410217,-5.272046009423589,0.008005600000000683,0.0,4.2819203931851275,-4.53088818974923
cat811_v18,1,1974719148,auction,123.0,17.9736948840516,99.81,0.10990925133228302,-5.501134937977124,0.008007199999999546,0.0,4.519016521738662,-4.409107270406379
cat811_v18,1,1974719148,auction,122.0,17.9736948840516,99.81,0.5037153959274292,-5.656396379136147,0.008007199999999546,0.0,4.682285162897685,-4.178569766970256
cat811_v18,1,1974719148,auction,121.0,17.9736948840516,99.81,2.8196640014648438,-6.204666692962169,0.008007199999999546,0.0,5.238562676723706,-2.4188986752588626
cat811_v18,1,1974719148,auction,120.0,17.9736948840516,99.81,3.2030930519104004,-6.645583465478885,0.008196634481081147,0.0,5.687676083721503,-2.484583031811103
cat811_v18,1,1974719148,clob,119.0,17.9736948840516,99.89,0.918171763420105,-4.915037742786328,0.0,0.8380825975588282,4.795212958587775,-3.8770411951676698
cat811_v18,1,1974719148,clob,111.14514589552483,17.9736948840516,99.79,0.055577196180820465,-4.896926469860777,0.0,-1.244551459472808,3.5325502261894153,-3.476973030008595
cat811_v18,1,1974719148,clob,107.72743187535731,17.9736948840516,99.92,1.6704838275909424,-2.038019864277646,0.0,2.0326377432141,2.7062813638203846,-1.0357975362294423
cat811_v18,1,1974719148,clob,106.23879870700615,18.53378000465295,99.85000000000001,1.3468023538589478,-3.2793946131599663,-0.11488200600847875,-1.1867843542793681,2.6459897524148577,-1.29918739855591
cat811_v18,1,1974719148,clob,102.73275969397402,18.53378000465295,99.99000000000001,1.7427257299423218,-0.35713876375115217,0.0,2.609633112154285,2.333367015160329,-0.5906412852180072
cat811_v18,1,1974719148,clob,98.2010337081765,19.608075776618552,100.08,1.9063130617141724,1.5478805188524187,0.19337323895381076,1.936431665405432,2.5581526369160006,-0.6518395752018282
cat811_v18,1,1974719148,clob,97.41849263917666,19.608075776618552,100.10000000000001,1.5566115379333496,1.9545342342767618,0.0,0.4453424746035318,2.5968413960951895,-1.0402298581618399
cat811_v18,1,1974719148,clob,96.25686494255244,19.608075776618552,100.10000000000001,1.7648767232894897,1.960777690008399,0.0,-0.0,2.590597940363552,-0.8257212170740624
cat811_v18,1,1974719148,clob,95.48903508989756,19.782796501372964,100.05,1.8768423795700073,0.9892002152919304,0.029702523208250398,-1.1567289811502155,2.435148957138056,-0.5583065775680485
cat811_v18,1,1974719148,clob,92.05716854151696,21.44671003044447,100.11,1.5369776487350464,2.3591512545535807,0.33278270581431,1.465150570223211,2.863131193913927,-1.3261535451788804
cat811_v18,1,1974719148,clob,91.10480173500429,21.44671003044447,100.26,2.679230213165283,5.576190567619051,0.0,3.8907924462002694,3.5368843270487265,-0.8576541138834433
cat811_v18,1,1974719148,clob,89.29660384884605,23.60548212834681,100.33,3.1008126735687256,7.789852316403994,0.7339825132868043,1.860736655007979,3.917941746558565,-0.8171290729898395
cat811_v18,1,1974719148,clob,74.20217412891897,29.563625106390163,100.29,3.360234498977661,8.57347841365845,1.787442893413072,-1.2872827997878231,3.634475742929359,-0.2742412439516979
cat811_v18,1,1974719148,clob,73.85780685086773,32.27106450138456,100.34,3.7804901599884033,10.972043837653473,0.9476037882480455,1.9965983702982089,4.18011247748059,-0.39962231749218624
cat811_v18,1,1974719148,clob,72.50764139201273,32.27106450138456,100.28,3.2507376670837402,9.035858738934621,0.0,-2.43743060830411,3.678866967895331,-0.42812930081159095
cat811_v18,1,1974719148,clob,70.94190067508153,34.86853485311754,100.36,4.222698211669922,12.552693553792778,0.9350893266238813,3.3192307287543596,4.4163522084154145,-0.19365399674549266
cat811_v18,1,1974719148,clob,66.4372923551065,37.72409079775312,100.3,3.3131752014160156,11.317342297639698,0.8852223428370394,-2.6522109893066377,3.884714818098896,-0.5715396166828803
cat811_v18,1,1974719148,clob,63.77357236140162,37.72409079775312,100.17,2.417764902114868,6.413026323076338,0.0,-6.27363687877709,2.515393913885166,-0.09762901177029804
cat811_v18,1,1974719148,clob,57.73307131111967,39.464156985027294,100.17,3.407017469406128,6.7088344467338175,0.38281456120031976,-0.0,2.602400351428006,0.8046171179781219
cat811_v18,1,1974719148,clob,53.114455574787925,41.748769584829866,100.07000000000001,2.4859654903411865,2.9224010089819785,0.296999637974352,-5.595374480863322,1.090458946290875,1.3955065440503116
cat811_v18,1,1974719148,clob,52.413745414970165,41.748769584829866,100.05,2.0106470584869385,2.087565799767617,0.0,-1.1617451459931836,0.7635490095120527,1.2470980489748857
cat811_v18,1,1974719148,clob,50.560603335039616,46.791778539450235,100.09,3.0526835918426514,4.211088714189827,0.655591164100656,2.364970405224398,1.660587664414896,1.3920959274277553
cat811_v18,1,1974719148,clob,49.20761062056645,46.791778539450235,100.09,2.406797170639038,4.211088714189827,0.0,-0.0,1.660587664414896,0.7462095062241421
cat811_v18,1,1974719148,clob,47.55624271096547,47.80106716303908,100.07000000000001,2.7346351146698,3.3460601269325707,0.13120752106655686,-1.2447576389460373,1.4120661337926723,1.3225689808771275
cat811_v18,1,1974719148,clob,46.72818382332005,47.80106716303908,100.02,1.8606129884719849,0.9558608820370864,0.0,-3.1657235827295827,0.636541795958574,1.224071192513411
cat811_v18,1,1974719148,clob,43.206653940414895,64.80106716303908,99.99000000000001,1.591600775718689,-0.6546552332665669,1.3600000000001273,-1.9389781747142598,1.6680797365480948,-0.07647896082940586
cat811_v18,1,1974719148,clob,39.89433086447862,71.48744455732192,99.99000000000001,0.9968292713165283,-0.9390131641353991,0.28433633566157823,-0.0,2.236774003078505,-1.2399447317619767
cat811_v18,1,1974719148,clob,36.83845693855652,75.33080870417345,99.96000000000001,1.2833409309387207,-3.3768528911378874,0.0884337421052237,-2.1190451127418464,2.6440023594443707,-1.36066142850565
cat811_v18,1,1974719148,clob,33.558398947450534,76.46606093727675,100.07000000000001,1.844606876373291,5.1562283717623565,0.12487774564137055,8.004916255292493,2.24071509747799,-0.3961082211046989
cat811_v18,1,1974719148,clob,32.90478673428959,76.46606093727675,99.99000000000001,0.9975535869598389,-0.9158898200839758,0.0,-5.920443294125172,2.3923899951991503,-1.3948364082393114
cat811_v18,1,1974719148,clob,29.704038171769543,77.27635114282295,100.15,1.7889872789382935,11.550373174581464,0.17016094316470287,11.926545801742147,2.0228337454405594,-0.23384646650226593
cat811_v18,1,1974719148,clob,28.14900419805015,81.27107881921526,100.12,1.8864705562591553,9.52915781609553,0.6791037049867441,-2.292658355098894,2.430494453814344,-0.5440238975551885
cat811_v18,1,1974719148,clob,26.44069919552828,84.12464352865797,100.08,1.958853840827942,6.350847114688577,0.39949905932195406,-3.0933813789595743,2.9149228355836776,-0.9560689947557357
cat811_v18,1,1974719148,clob,23.39630184339223,92.14047044091721,100.07000000000001,1.8627691268920898,5.095516457865015,1.0420574985937492,-0.791031760995218,4.421279230005771,-2.558510103113681
cat811_v18,1,1974719148,clob,20.418820837649008,93.33481735953939,100.03,2.1368372440338135,1.7286019548508194,0.09554775348976818,-3.3083584078368538,4.575383078672881,-2.4385458346390676
cat811_v18,1,1974719148,clob,19.547880753797948,94.988752826839,100.04,2.097458600997925,2.527556681254036,0.21501161074897368,0.847226825196893,4.838666788215531,-2.741208187217606
cat811_v18,1,1974719148,clob,15.853450005646355,96.08448386283902,100.04,2.5275514125823975,2.979368938043833,0.08765848288001621,-0.0,4.47451301430575,-1.9469616017233529
cat811_v18,1,1974719148,clob,9.60186236890634,96.08448386283902,99.86,2.7286877632141113,-13.618725162679993,0.0,-16.385093155814292,4.687513959215284,-1.9588261960011728
cat811_v18,1,1974719148,clob,4.181741595775677,98.53313510363843,100.03,3.4429771900177,2.915153774222416,0.19589209926394346,16.173567485737372,4.52309460731419,-1.0801174172964902
cat811_v18,1,1974719148,clob,3.1368384987421223,100.0,99.99000000000001,3.6673779487609863,-1.0685452575910546,0.04400594689087711,-3.8939807340927546,4.656818851925784,-0.9894409031647973
cat811_v18,1,1974719148,clob,0.0,100.0,100.0,2.66904354095459,0.0,0.0,0.9855987307098164,4.573872325044546,-1.9048287840899558
cat811_v18,2,339252425,auction,149.0,0.7358213835704648,100.53,-6.444721698760986,-28.273841726702543,-27.91310937117778,0.0,0.3607323555247639,-6.80545405428575
cat811_v18,2,339252425,auction,148.0,0.7358213835704648,100.53,-6.578408718109131,-28.03322544055274,0.008001599999999545,0.0,0.12811766937496216,-6.706526387484093
cat811_v18,2,339252425,auction,147.0,0.7358213835704648,100.53,-6.717652797698975,-26.30458168286954,0.008000800000000684,0.0,-1.592525288308238,-5.125127509390737
cat811_v18,2,339252425,auction,146.0,0.7358213835704648,100.53,-6.886548042297363,-22.566036264596747,0.007999999999999546,0.0,-5.323070706581031,-1.5634773357163319
cat811_v18,2,339252425,auction,145.0,0.7358213835704648,100.53,-6.930180072784424,-19.381137951818936,0.007999999999999546,0.0,-8.499969019358844,1.5697889465744197
cat811_v18,2,339252425,auction,144.0,0.7358213835704648,100.53,-6.945882320404053,-19.036933224015346,0.008000800000000684,0.0,-8.836172947162432,1.8902906267583788
cat811_v18,2,339252425,auction,143.0,0.7358213835704648,100.53,-6.975208759307861,-19.067400791477322,0.008000800000000684,0.0,-8.797704579700454,1.822495820392593
cat811_v18,2,339252425,auction,142.0,0.7358213835704648,100.53,-7.1420512199401855,-18.309638851451748,0.007999200000000683,0.0,-9.547467319726028,2.4054160997858425
cat811_v18,2,339252425,auction,141.0,0.7358213835704648,100.53,-7.160001277923584,-15.481103271730928,0.007999999999999546,0.0,-12.368002899446848,5.208001621523264
cat811_v18,2,339252425,auction,140.0,0.7358213835704648,100.53,-7.1412739753723145,-15.874058678039468,0.007999999999999546,0.0,-11.96704749313831,4.825773517765995
cat811_v18,2,339252425,auction,139.0,0.7358213835704648,100.53,-7.2720770835876465,-15.099284581429405,0.007999999999999546,0.0,-12.733821589748374,5.461744506160727
cat811_v18,2,339252425,auction,138.0,0.7358213835704648,100.53,-7.356582164764404,-14.323361925328236,0.007999999999999546,0.0,-13.501744245849544,6.1451620810851395
cat811_v18,2,339252425,auction,137.0,0.7358213835704648,100.53,-7.485368728637695,-13.064678570604498,0.007997599999999546,0.0,-14.752430000573282,7.267061271935587
cat811_v18,2,339252425,auction,136.0,0.7358213835704648,100.53,-7.4938201904296875,-9.49636499344513,0.007998400000000683,0.0,-18.312745177732648,10.81892498730296
cat811_v18,2,339252425,auction,135.0,0.7358213835704648,100.53,-7.337662220001221,-9.76872860888025,0.007997599999999546,0.0,-18.03238396229753,10.69472174229631
cat811_v18,2,339252425,auction,134.0,0.7358213835704648,100.53,-7.370251178741455,-7.884062788182744,0.007997599999999546,0.0,-19.909052182995033,12.538801004253578
cat811_v18,2,339252425,auction,133.0,0.7358213835704648,100.53,-7.360284805297852,-7.314716049417369,0.007996000000000681,0.0,-20.47040292176041,13.110118116462559
cat811_v18,2,339252425,auction,132.0,0.7358213835704648,100.53,-7.3208088874816895,-5.556793672636079,0.007996000000000681,0.0,-22.220329298541696,14.899520411060006
cat811_v18,2,339252425,auction,131.0,0.7358213835704648,100.53,-7.212770938873291,-4.905183309784495,0.007996800000000684,0.0,-22.86394286139328,15.651171922519989
cat811_v18,2,339252425,auction,130.0,0.7358213835704648,100.53,-7.096402645111084,-4.867891567972679,0.007996800000000684,0.0,-22.893237803205096,15.796835158094012
cat811_v18,2,339252425,auction,129.0,0.7358213835704648,100.53,-6.954409122467041,-4.264647085592488,0.007996800000000684,0.0,-23.488485485585286,16.534076363118245
cat811_v18,2,339252425,auction,128.0,0.7358213835704648,100.53,-6.835036277770996,-3.697410429260896,0.007997599999999546,0.0,-24.047724541916878,17.212688264145882
