episode,pnl,objective,training_return,replay_return,potential_adjustment,market_baseline_adjustment,clob_shaping,auction_shaping,inventory_at_auction_open,terminal_inventory,auction_qty,proposal_schedule_arrival_proposed,proposal_schedule_arrival_accepted,proposal_schedule_arrival_rejected,proposal_schedule_arrival_ineligible,proposal_schedule_cancel_proposed,proposal_schedule_cancel_accepted,proposal_schedule_cancel_rejected,proposal_schedule_cancel_ineligible,proposal_buy_arrival_proposed,proposal_buy_arrival_accepted,proposal_buy_arrival_rejected,proposal_buy_arrival_ineligible,proposal_buy_cancel_proposed,proposal_buy_cancel_accepted,proposal_buy_cancel_rejected,proposal_buy_cancel_ineligible,proposal_sell_arrival_proposed,proposal_sell_arrival_accepted,proposal_sell_arrival_rejected,proposal_sell_arrival_ineligible,proposal_sell_cancel_proposed,proposal_sell_cancel_accepted,proposal_sell_cancel_rejected,proposal_sell_cancel_ineligible,loss_clob,n_grad_steps_clob,learning_rate_clob,actor_learning_rate_clob,grad_norm_clob,actor_loss_clob,loss_auction,n_grad_steps_auction,learning_rate_auction,actor_learning_rate_auction,grad_norm_auction,actor_loss_auction
55,24.40878368819176,23.794140869085926,23.934589210003438,8.235368852333748,0.0,-15.699220357669697,-0.009614112160761579,0.1500624530780934,20.109915937724182,7.839915937724307,12.269999999999875,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,11.16300499148485,41.0,0.00019640768627624596,0.00019640768627624596,7.249491662513919,-0.33764335087367464,0.8177677502234777,30.0,0.000196407686276246,0.000196407686276246,1.4370285014311472,-0.25466953416665394
56,16.88299265758542,16.80369482382168,17.031529222437857,6.51367490169852,0.0,-10.517854320739337,0.0,0.22783439861589347,24.613487105152387,2.8159871051504872,21.797500000001904,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.238966013255872,38.0,0.0001949008359527637,0.0001949008359527637,7.091324040764256,-0.3177631167989028,0.8956950118144353,30.0,0.0001949008359527637,0.0001949008359527637,1.6389102856318156,-0.23522906402746838
57,18.43307302109679,15.123844927856586,15.351492519226664,1.6719800667152835,-3.552713678800501e-15,-13.679512452511378,0.0,0.22764759137269686,38.04951951198304,18.191283883333256,19.858235628649787,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,9.578349443582388,39.0,0.00019340554626593685,0.00019340554626593685,6.663107242339697,-0.3757503128757602,0.9186808710296949,30.0,0.00019340554626593685,0.00019340554626593685,1.8310827533404033,-0.27948646545410155
58,27.28525754403927,17.939393274002924,17.991691884876417,7.756062565065295,1.7763568394002505e-15,-10.235629319811126,-0.050845265173791176,0.10314387604871038,44.113147494537834,30.571006313231408,13.542141181306443,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.16635525226593,48.0,0.0001919217285219398,0.0001919217285219398,6.783481910824776,-0.20225707410524288,0.9211975644032161,30.0,0.0001919217285219398,0.0001919217285219398,2.0501823325951896,-0.30881958703200024
59,3.3444803259717446,2.921457163830601,3.0080067721597805,8.528737489153187,0.0,5.520730716993405,-0.001421621776870552,0.08797123010517612,7.031035354520597,6.5040230791498885,0.5270122753707067,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,9.98520454906282,42.0,0.0001904492947074107,0.0001904492947074107,7.0093027126221426,-0.267755640404565,0.895799309015274,30.0,0.00019044929470741072,0.00019044929470741072,1.5915773948033651,-0.3178823133309682
60,39.78867252613054,39.56155299290091,39.702167513204174,4.397779018640683,0.0,-35.30438849456348,0.0,0.1406145203032711,18.74518823697477,4.765705962705102,13.979482274269674,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,5.0,0.0,0.0,9.566113969554072,46.0,0.00018898815748423097,0.00018898815748423097,7.226395866145259,-0.29239527087496675,0.8947968234618505,30.0,0.00018898815748423097,0.00018898815748423097,1.7206346770127614,-0.32075683772563934
61,22.014644793072076,15.418022569479161,15.404965186983315,4.978836747600608,0.0,-10.426128439382705,0.0,-0.013057382500000627,27.105637028010804,25.68389032758261,1.42174670042817,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,4.0,4.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,9.071577816593404,49.0,0.0001875382301843446,0.0001875382301843446,7.374228414224119,-0.261201181486249,0.8338662981987,30.0,0.00018753823018434463,0.00018753823018434463,1.8218593587478003,-0.35516926646232605
62,13.619880643182114,11.610194050462628,11.837057121082868,6.7485535593627946,0.0,-5.0885035617200804,0.0,0.2268630706190051,40.36384153340964,14.176341533412234,26.187499999997407,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.839738845825195,30.0,0.0001860994268046179,0.0001860994268046179,6.6865978558858234,-0.3052626798550288,0.7204096113642057,30.0,0.0001860994268046179,0.0001860994268046179,1.6743858635425568,-0.38393786748250325
63,17.805285638416535,16.347577758365947,16.573288234374544,5.477005920119856,0.0,-11.096282314254692,0.0,0.2257104760096262,19.338557388155948,12.073557388154441,7.265000000001503,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,9.53923985764787,37.0,0.00018467166200173744,0.00018467166200173744,7.925679864110173,-0.24673882706297767,0.7267599339286487,30.0,0.00018467166200173744,0.00018467166200173744,1.6797890822092691,-0.35775104562441506
64,3.9676390299009654,1.3730465294747165,1.5919268564287385,-1.5822559943807848,0.0,-3.1741828508095193,0.0,0.21888032695299706,36.54023882463506,16.107738824634104,20.432500000000964,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,8.709206369188097,36.0,0.00018325485108714856,0.00018325485108714856,6.65485942363739,-0.27204255966676605,0.8226728508869807,30.0,0.00018325485108714856,0.00018325485108714856,1.93459250330925,-0.37423884073893227
65,79.42310432594978,79.41834262988591,79.29866275502783,12.672377461024922,0.0,-66.62628529400293,-0.11967987485689946,-2.168404344971009e-19,0.6900504375668817,0.6900504375668906,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.292056074848881,54.0,0.00018184891002203166,0.00018184891002203166,7.497794058587816,-0.3234783795972665,0.6699456304311753,30.0,0.00018184891002203166,0.00018184891002203166,1.572984778881073,-0.4094992160797119
66,2.245810810543844,-0.8580495241853261,-0.697225355387139,6.318058853166624,0.0,7.01528420855376,-0.0645283145211124,0.22535248332008712,40.40527606490166,17.617776064898685,22.787500000003007,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,9.284644027088964,43.0,0.00018045375541231749,0.00018045375541231749,7.10606510140175,-0.26715972884134814,0.5923018385966619,30.0,0.00018045375541231749,0.00018045375541231749,1.3814897894859315,-0.40043954650561014
67,-26.608854164562217,-37.89437326772198,-41.14557992014821,-24.40999793563595,0.0,16.735581984512258,-3.474079777612154,0.2228731251891659,20.97230974900893,33.59392668795918,-12.621616938950249,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.007049603895707,33.0,0.00017906930450374052,0.00017906930450374052,7.707409128998265,-0.35290920082479715,0.906228631734848,30.0,0.00017906930450374052,0.00017906930450374052,2.4422816753387453,-0.42792256275812784
68,39.09300938590434,39.09216411954186,39.09905526643063,-1.6216009492928902,-5.551115123125783e-17,-40.72065621572352,-0.00035317311147764485,0.007244320000002553,0.269265350796573,-0.2907346492038263,0.5600000000004002,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,8.031457018852233,40.0,0.0001776954751769305,0.0001776954751769305,7.234242045879364,-0.24077429119497537,0.9583563953638077,30.0,0.0001776954751769305,0.0001776954751769305,2.0760785659154255,-0.35900509158770244
69,34.40862779881882,34.40824040670045,34.41080014419894,8.540982183446847,0.0,-25.869817960752105,0.0,0.0025597374999999905,0.4250660842368461,0.19682279298088742,0.22824329125595869,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,9.379364808400473,39.0,0.0001763321859425413,0.0001763321859425413,7.980937609305749,-0.25935057885944846,0.8545855452617009,30.0,0.0001763321859425413,0.0001763321859425413,1.8877238134543102,-0.42387233177820843
70,14.560623651863352,13.011179543268588,13.242372905448208,-1.1164458491906126,-1.7763568394002505e-15,-14.358818754638824,0.0,0.23119336217804223,27.892556746924384,12.447666884178595,15.444889862745761,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8915558978915215,32.0,0.00017497935593641746,0.00017497935593641746,7.1271204352378845,-0.29219846008345485,0.7774235253532727,30.0,0.00017497935593641746,0.00017497935593641746,1.7063503523667654,-0.3846470952033997
71,21.71966914706942,21.7186466727248,21.718646672724443,12.902924093361094,0.0,-8.81572257936334,0.0,4.2690460541616737e-19,0.31976152748882214,0.319761527488823,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,8.417687161024226,43.0,0.00017363690491479776,0.00017363690491479776,7.3603698431059374,-0.3951175037239279,0.8552572836478551,30.0,0.00017363690491479776,0.00017363690491479776,1.873937932650248,-0.3807118515173594
72,3.343033177216057,3.07022172053017,3.289442388523276,8.620018082363215,0.0,5.33057569383994,-0.0025097191268841357,0.22173038712196091,20.333465260631158,5.223135616522773,15.110329644108381,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,3.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,8.49526433646679,48.0,0.00017230475324955523,0.00017230475324955523,7.286227395137151,-0.3494947561994195,0.8557190562287966,30.0,0.00017230475324955523,0.00017230475324955523,2.1780008733272553,-0.42445395787556967
73,-0.5388018166718684,-0.5589440068709675,-0.5528756893679385,7.489878975706795,2.498001805406602e-16,8.042754665074735,0.0,0.006068317500000231,2.0939552585214045,1.4192318414938057,0.6747234170275597,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.0,7.888781254941767,44.0,0.0001709828219234744,0.0001709828219234744,7.62584216486324,-0.3498069630427794,0.7837721352775892,30.0,0.0001709828219234744,0.0001709828219234744,1.8890856583913167,-0.44860524535179136
74,-18.12837062180649,-18.303407216615614,-18.532688853015802,2.260032322208481,-5.329070518200751e-15,20.792721175224294,-0.2887661614013268,0.05948452500000266,10.960659037314073,4.183737501434857,6.7769215358791985,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.076819189133182,31.0,0.00016967103252556393,0.00016967103252556393,8.485948139621366,-0.4156425790861249,0.9990371247132619,30.0,0.00016967103252556393,0.00016967103252556393,2.3069018562634787,-0.4345976154009501
75,4.519959044493589,2.98741326627389,3.2128308725091252,4.358058173073887,0.0,1.1452273005647615,0.0,0.22541760623264465,32.57710329824704,12.379603298247076,20.19749999999994,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,7.935447533925374,36.0,0.00016836930724640594,0.00016836930724640594,7.26089953051673,-0.3897908396191067,0.6826192378997803,30.0,0.00016836930724640594,0.00016836930724640594,1.923356306552887,-0.5032467226187388
76,24.73473466151135,24.559465509714304,24.653255147213127,11.476283910672937,3.3306690738754696e-16,-13.176971236540185,0.0,0.09378963749999304,0.5215705744493846,-4.186515875964737,4.708086450414147,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.439713414510091,45.0,0.00016707756887354052,0.00016707756887354052,7.881406609217326,-0.41767090355808084,0.8467114716768265,30.0,0.00016707756887354052,0.00016707756887354052,2.27888972957929,-0.48190025289853416
77,12.150834695158439,11.55743194132659,11.560884701326396,8.216346741123639,1.1102230246251565e-16,-3.344537960202756,0.0,0.003452759999999333,8.097190765858258,7.703263943497255,0.3939268223610155,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,8.104233327366057,42.0,0.00016579574078688598,0.00016579574078688598,7.4554040886106945,-0.3246723608601661,0.9421805784106254,30.0,0.00016579574078688598,0.00016579574078688598,2.1661077121893566,-0.4448315918445587
78,26.98015250371296,25.124410136701606,25.132180286697007,15.858667788842041,-1.7763568394002505e-15,-9.273512497854966,0.0,0.007770149999999558,14.397563514299875,13.622563514299921,0.774999999999956,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.252767388885085,37.0,0.00016452374695419386,0.00016452374695419386,6.889624666523289,-0.45138246762125117,0.8087411848207314,30.0,0.00016452374695419386,0.00016452374695419386,2.262659905354182,-0.4888895690441132
79,25.04378315301324,25.043450916517042,25.04440158151698,11.944270726587789,-2.0816681711721685e-17,-13.100130854929208,0.0,0.0009506649999998116,0.27606281213742534,0.18227355710583032,0.09378925503161277,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.6206038892269135,40.0,0.00016326151192653943,0.00016326151192653943,7.265899419784546,-0.3985094353556633,0.7100008815526963,30.0,0.00016326151192653943,0.00016326151192653943,1.9249004542827606,-0.5217950304349264
80,17.271672156234303,17.264787173268488,17.265639128266205,9.634983567883381,1.7763568394002505e-15,-7.630655560382828,0.0,0.0008519549999999013,0.9422579747019739,0.8297579747019581,0.11250000000000426,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,8.048046726650663,45.0,0.00016200896083384592,0.00016200896083384592,7.891148683759901,-0.44586763327771967,0.7895159194866816,30.0,0.00016200896083384592,0.00016200896083384592,2.187469098965327,-0.47510886391003926
81,25.40998637974837,25.406047401475895,25.40143038147664,4.05379917891942,0.0,-21.347631202557217,0.0,-0.004617019999999907,0.2251128004172216,0.6276128004172552,-0.4025000000000425,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,7.910333135853643,46.0,0.00016076601938044396,0.00016076601938044396,7.817426608956379,-0.4449937298246052,0.6940938701232274,30.0,0.00016076601938044396,0.00016076601938044396,2.0842812856038413,-0.51391042470932
82,9.083656843010496,9.083544886815037,9.087219151818934,5.385691677391468,1.3877787807814457e-17,-3.701527474427464,0.0,0.003674265000000388,0.261690645281746,-0.1058093547183212,0.3675000000000388,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,7.374003285169602,40.0,0.0001595326138406645,0.0001595326138406645,7.791412198543549,-0.4398262955248356,1.0104662239551545,30.0,0.0001595326138406645,0.0001595326138406645,2.387672315041224,-0.4528924564520518
83,14.206680183184522,14.161000244629502,14.23938657713235,5.79130545920919,3.3306690738754696e-16,-8.448081117923156,0.0,0.0783863324999981,10.117286563729934,2.1372865637302763,7.979999999999677,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,4.0,3.0,0.0,1.0,7.293335951291597,39.0,0.00015830867105446586,0.00015830867105446586,7.230604813649104,-0.48882497698068617,0.8477857828140258,30.0,0.00015830867105446586,0.00015830867105446586,2.560740421215693,-0.4937332312266032
84,43.67107242846715,43.66409846804421,42.84760382842805,-1.4600821632688732,1.1102230246251565e-16,-44.307685991696935,-0.8340856396199285,0.017590999999997643,0.8755707201462855,-0.8351024142545018,1.7106731344007953,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.409833853895014,44.0,0.000157094118423094,0.000157094118423094,8.483379006385803,-0.44264135831459,0.7983067164818446,30.0,0.000157094118423094,0.000157094118423094,2.4832229216893515,-0.5210836132367452
85,-2.135991706931236,-2.1550236977484016,-1.959755687784626,3.328728345628665,0.0,5.288484033413293,0.0,0.19526800996204405,26.899564816061215,1.3795648160621354,25.519999999999072,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,8.706273310893291,37.0,0.0001558888839047765,0.0001558888839047765,8.681056692793563,-0.45669998559686875,0.7466027066111565,30.0,0.0001558888839047765,0.0001558888839047765,2.255620062351227,-0.4919455806414286
86,33.35889673525387,33.35720182736833,33.35670032736846,-2.502466264221466,0.0,-35.85916659158994,0.0,-0.0005015000000000428,0.36169258987037267,0.4116925898703584,-0.05000000000000426,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.817381359281994,42.0,0.0001546928960104493,0.0001546928960104493,7.891276904514858,-0.48166944051072713,0.9070037494103114,30.0,0.0001546928960104493,0.0001546928960104493,2.6577409048875174,-0.49742639660835264
87,-2.8341197082172584,-3.376708167915759,-3.3157555223726107,6.514860566473022,-8.881784197001252e-16,9.830616088845634,0.0,0.060952645542202206,11.98606041041242,7.36606041041275,4.619999999999678,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.5645903618105,31.0,0.00015350608379951624,0.00015350608379951624,7.1581392134389565,-0.5114184971898794,0.6160940090815227,30.0,0.00015350608379951624,0.00015350608379951624,2.074526180823644,-0.5018773436546325
88,28.443210268076655,28.41514628461824,28.64549090653609,24.725610318734557,0.0,-3.9198805878015492,0.0,0.23034462191811622,31.85078710736134,1.675230833599283,30.17555627376205,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,4.0,3.0,0.0,1.0,7.812097407676078,37.0,0.00015232837687564123,0.00015232837687564123,8.628999188139632,-0.5575922175000111,0.9510884130994479,30.0,0.00015232837687564123,0.00015232837687564123,2.217059411605199,-0.4472593585650126
89,5.619322458471361,5.619289398768435,5.556036940183087,7.787732598128773,-3.469446951953614e-17,2.2316956579456875,-0.06270262358543732,-0.0005498350000003871,0.0024975677096108484,0.0574975677096532,-0.055000000000038796,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,0.0,0.0,3.0,2.0,0.0,1.0,8.18230066066835,41.0,0.0001511597053825727,0.0001511597053825727,9.084094611609855,-0.47315639967010137,0.8935702840487162,30.0,0.0001511597053825727,0.0001511597053825727,2.5376137415568034,-0.46093682050704954
90,1.8724016571447863,1.8719972575234212,1.7995817002885541,8.948407246357638,0.0,7.148825546069082,-0.07534134723547936,0.002925790000000253,0.1089031026184557,-0.20109689738160474,0.3100000000000307,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,7.587083689709927,47.0,0.00015,0.00015,8.83589506149292,-0.6073435026666393,0.7912121002872785,30.0,0.00015,0.00015,2.2260382692019145,-0.5217246413230896
91,28.459330058101465,28.443892938968418,28.458105253968935,2.9631771436667242,0.0,-25.494928110302215,0.0,0.014212314999999434,0.28253796303270917,-1.2424620369671935,1.5249999999998813,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,2.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041886832263018,37.0,0.00014884919193944152,0.00014884919193944152,8.855004652126416,-0.517169355169723,0.8269915079077085,30.0,0.00014884919193944152,0.00014884919193944152,2.154603232940038,-0.5340084274609883
92,10.443552751174183,10.438726843895555,10.457473093893958,7.5820040301005145,-4.40619762898109e-16,-2.8754690637934437,0.0,0.018746250000001814,1.1803124962528528,-0.6946875037473501,1.8750000000001812,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,6.6995423596079755,41.0,0.00014770721294016467,0.00014770721294016467,7.537734363137222,-0.6318993777036667,0.9772014518578848,30.0,0.00014770721294016467,0.00014770721294016467,2.595732351144155,-0.4608678698539734
93,-2.327067460566468,-8.613411766531062,-8.414674002884146,-2.4419674621651466,0.0,5.972706540718997,-0.026763188723805342,0.22550095237164722,37.94258324538092,25.072583245378993,12.870000000001916,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68619031655161,38.0,0.00014657399526513687,0.00014657399526513687,8.356577026216607,-0.4621651572616477,0.8588524257143338,30.0,0.00014657399526513687,0.00014657399526513687,2.5448418974876406,-0.490261310338974
94,10.908693410823616,10.475891661752842,10.111719416279593,6.610988866464199,0.0,-3.5007305498153913,-0.5456292963820033,0.18145705090786102,5.573733025326419,-6.578766974675234,12.152500000001652,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,8.06926262920553,44.0,0.00014544947169700768,0.00014544947169700768,9.333115220069885,-0.5752743055874651,0.7830320052802563,30.0,0.00014544947169700768,0.00014544947169700768,2.5238544921080273,-0.494881879289945
95,27.987570006636044,27.987521974536136,27.98729650203781,4.416402822730712,0.0,-23.570893679307098,0.0,-0.0002254725000000087,0.04680519454453247,0.06930519454453332,-0.022500000000000853,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,6.568599737208823,46.0,0.00014433357553412176,0.00014433357553412176,8.440837849741397,-0.6386611306149027,1.0404091507196427,30.0,0.00014433357553412176,0.00014433357553412176,2.8525353372097015,-0.477028951048851
96,11.614373595924917,8.07365019620162,8.2266520840921,-0.10483494395622359,-1.7763568394002505e-15,-8.331487028048327,0.0,0.15300188789154043,36.90931003710079,18.8168100371006,18.092500000000204,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,7.191012924909591,40.0,0.00014322624058656249,0.00014322624058656249,8.707573866844177,-0.6369571253657341,0.9813714454571406,30.0,0.00014322624058656249,0.00014322624058656249,2.5283708373705545,-0.47772388259569804
97,29.176025500353585,29.169265112422693,29.1706941024219,6.637471828232094,0.0,-22.533222274189818,0.0,0.0014289900000000542,0.9871246596448771,0.8222157825590198,0.164908877085855,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3721971789071725,43.0,0.00014212740117222579,0.00014212740117222579,7.994506281475688,-0.619919328527017,0.7697857941190401,30.0,0.00014212740117222579,0.00014212740117222579,2.3458874543507893,-0.48310258189837135
98,13.985146004753144,13.896917908671936,13.935469076170977,8.229171813084003,1.3877787807814457e-17,-5.706297263086969,0.0,0.03855116750000298,0.40967853454874614,-2.9703214654513035,3.380000000000056,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,6.300957700480586,46.0,0.00014103699211292427,0.00014103699211292427,7.757416891015095,-0.6077840924263,0.7905189782381058,30.0,0.00014103699211292427,0.00014103699211292427,2.5045317888259886,-0.5207772076129913
99,8.490757564546584,2.46956670924817,2.6557651056460267,-2.2857777540661073,0.0,-4.9415428597121425,0.0,0.1861983963983602,42.69561495469437,24.538114954695306,18.157499999999064,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.986897623216784,37.0,0.0001399549487305211,0.0001399549487305211,8.577781187521445,-0.6146493057409922,0.833785971502463,30.0,0.0001399549487305211,0.0001399549487305211,2.8846531947453817,-0.5391064882278442
100,12.170672832179916,12.163218402830475,12.159217202828948,9.996525325048943,6.938893903907228e-18,-2.1626918777800044,0.0,-0.004001199999999771,0.5457778122819406,0.8633903722790235,-0.3176125599971295,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,5.0,5.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,6.513370281174069,42.0,0.00013888120684309353,0.00013888120684309353,8.385078555061703,-0.5720203816890717,0.703651296099027,30.0,0.00013888120684309353,0.00013888120684309353,2.4628617127736407,-0.5092473208904267
